slide_id,fov_id,blob,bin,slide_density_mean,slide_density_std,predicted_density_score,predicted_density_label,predicted_overlap_score,predicted_overlap_label
RUB-72501824,290,gs://tanzania_02032026/TZ2025-Box3/RUB-72501824/dpc-290-RUB-72501824.png,0,0.0765,0.0982,0.1913588327,sparser,0.1760348294,no rouleaux
RUB-72501824,77,gs://tanzania_02032026/TZ2025-Box3/RUB-72501824/dpc-077-RUB-72501824.png,0,0.0765,0.0982,0.1986826582,sparser,0.2121600249,no rouleaux
RUB-72501824,112,gs://tanzania_02032026/TZ2025-Box3/RUB-72501824/dpc-112-RUB-72501824.png,0,0.0765,0.0982,0.202539917,sparser,0.2029676778,no rouleaux
RUB-72501824,242,gs://tanzania_02032026/TZ2025-Box3/RUB-72501824/dpc-242-RUB-72501824.png,0,0.0765,0.0982,0.2104824235,sparser,0.2805804007,no rouleaux
RUB-72501824,274,gs://tanzania_02032026/TZ2025-Box3/RUB-72501824/dpc-274-RUB-72501824.png,0,0.0765,0.0982,0.2300896519,sparser,0.2347372246,no rouleaux
RUB-72501824,40,gs://tanzania_02032026/TZ2025-Box3/RUB-72501824/dpc-040-RUB-72501824.png,0,0.0765,0.0982,0.2360905993,sparser,0.2126428322,no rouleaux
RUB-72501824,2,gs://tanzania_02032026/TZ2025-Box3/RUB-72501824/dpc-002-RUB-72501824.png,0,0.0765,0.0982,0.2427351799,sparser,0.2228939251,no rouleaux
RUB-72501824,74,gs://tanzania_02032026/TZ2025-Box3/RUB-72501824/dpc-074-RUB-72501824.png,0,0.0765,0.0982,0.2561113668,sparser,0.2617827096,no rouleaux
RUB-72501824,22,gs://tanzania_02032026/TZ2025-Box3/RUB-72501824/dpc-022-RUB-72501824.png,0,0.0765,0.0982,0.268788897,sparser,0.2563050974,no rouleaux
RUB-72501824,1,gs://tanzania_02032026/TZ2025-Box3/RUB-72501824/dpc-001-RUB-72501824.png,0,0.0765,0.0982,0.292582835,monolayer,0.2525311556,no rouleaux
RUB-72501824,37,gs://tanzania_02032026/TZ2025-Box3/RUB-72501824/dpc-037-RUB-72501824.png,0,0.0765,0.0982,0.3236065734,monolayer,0.2927151547,no rouleaux
RUB-72501824,199,gs://tanzania_02032026/TZ2025-Box3/RUB-72501824/dpc-199-RUB-72501824.png,0,0.0765,0.0982,0.3904047607,monolayer,0.4037134948,slight rouleaux
RUB-72501824,91,gs://tanzania_02032026/TZ2025-Box3/RUB-72501824/dpc-091-RUB-72501824.png,0,0.0765,0.0982,0.4733087063,slightly dense,0.4593140169,some rouleaux
RUB-72501771,252,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-252-RUB-72501771.png,1,0.1606,0.171,0,sparser,0,no rouleaux
RUB-72501771,31,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-031-RUB-72501771.png,1,0.1606,0.171,0.007430818104,sparser,0.009034411476,no rouleaux
RUB-72501771,132,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-132-RUB-72501771.png,1,0.1606,0.171,0.01582274454,sparser,0.01970035179,no rouleaux
RUB-72501771,139,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-139-RUB-72501771.png,1,0.1606,0.171,0.02248719967,sparser,0.02999440275,no rouleaux
RUB-72501771,228,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-228-RUB-72501771.png,1,0.1606,0.171,0.02648433158,sparser,0.0311106202,no rouleaux
RUB-72501771,89,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-089-RUB-72501771.png,1,0.1606,0.171,0.0317577694,sparser,0.04039512964,no rouleaux
RUB-72501771,83,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-083-RUB-72501771.png,1,0.1606,0.171,0.03414047582,sparser,0.04423252538,no rouleaux
RUB-72501771,34,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-034-RUB-72501771.png,1,0.1606,0.171,0.03577077238,sparser,0.04588952107,no rouleaux
RUB-72501771,246,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-246-RUB-72501771.png,1,0.1606,0.171,0.03876134974,sparser,0.05139157556,no rouleaux
RUB-72501771,210,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-210-RUB-72501771.png,1,0.1606,0.171,0.04104491616,sparser,0.05027950847,no rouleaux
RUB-72501771,133,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-133-RUB-72501771.png,1,0.1606,0.171,0.04484695448,sparser,0.05970260889,no rouleaux
RUB-72501771,18,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-018-RUB-72501771.png,1,0.1606,0.171,0.04668082112,sparser,0.06085509199,no rouleaux
RUB-72501771,225,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-225-RUB-72501771.png,1,0.1606,0.171,0.04909094978,sparser,0.0475553419,no rouleaux
