slide_id,site,annotatable,annotatable_rank,n_fovs,mean,median,range,stdev,mad,iqr,p5,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95,p100,frac_density_ge_monolayer,frac_density_ge_slightly_dense,frac_density_ge_dense,frac_density_ge_very_dense,frac_rouleaux_ge_slight_rouleaux,frac_rouleaux_ge_some_rouleaux,frac_rouleaux_ge_rouleaux,frac_rouleaux_ge_heavy_rouleaux,top95_mean,top90_mean,top85_mean,top80_mean,top75_mean,top70_mean,top65_mean,top60_mean,top55_mean,top50_mean,top45_mean,top40_mean,top35_mean,top30_mean,top25_mean,top20_mean,top15_mean,top10_mean,top5_mean
KTR-72502720,KTR,hard,1,324,0.622125,0.618512,0.681756,0.128908,0.088022,0.17186,0.426646,0.460076,0.488839,0.511041,0.529949,0.550897,0.564943,0.586028,0.600251,0.618512,0.631582,0.644266,0.660863,0.684047,0.701809,0.72289,0.740955,0.778149,0.847668,1.029972,0.740741,0.061728,0.0,0.0,0.080247,0.021605,0.0,0.0,0.633859,0.644274,0.655022,0.66453,0.673924,0.683428,0.69292,0.703197,0.71311,0.723413,0.734155,0.745999,0.760083,0.774227,0.790287,0.809057,0.833956,0.875473,0.936816
KTR-72502722,KTR,hard,1,324,0.875343,0.894729,0.792572,0.132611,0.081212,0.158102,0.64231,0.690606,0.758144,0.7762,0.806302,0.82182,0.84032,0.856391,0.878798,0.894729,0.908841,0.9242,0.935345,0.948818,0.964403,0.982167,1.010094,1.029184,1.054288,1.160149,0.978395,0.645062,0.018519,0.0,0.75,0.259259,0.003086,0.0,0.892859,0.905179,0.916291,0.925566,0.934339,0.942949,0.951633,0.960723,0.969156,0.977159,0.985244,0.993815,1.00314,1.013273,1.024065,1.036626,1.05085,1.067616,1.095905
KTR-72502723,KTR,annotatable,4,324,0.547964,0.511808,0.774181,0.169896,0.105832,0.225068,0.320871,0.349064,0.387466,0.405754,0.424962,0.438139,0.455982,0.472523,0.496667,0.511808,0.537457,0.564312,0.588695,0.613368,0.65003,0.692604,0.756353,0.802646,0.865745,1.008675,0.41358,0.067901,0.0,0.0,0.126543,0.024691,0.0,0.0,0.562031,0.574504,0.587233,0.599187,0.611309,0.623997,0.637337,0.652645,0.667524,0.68354,0.700518,0.719366,0.740653,0.76371,0.789597,0.81841,0.849789,0.886941,0.9286
KTR-72502725,KTR,hard,1,324,0.142714,0.079215,0.826499,0.160429,0.056629,0.156522,0.003593,0.012692,0.021141,0.027146,0.037387,0.044677,0.0522,0.061734,0.069526,0.079215,0.092607,0.109158,0.127122,0.152434,0.193909,0.222001,0.289907,0.374338,0.482606,0.826499,0.033951,0.0,0.0,0.0,0.006173,0.0,0.0,0.0,0.150124,0.157833,0.166493,0.175305,0.184805,0.194966,0.206094,0.219163,0.233039,0.248758,0.26655,0.286829,0.312128,0.340353,0.373853,0.414807,0.464682,0.533913,0.633786
KTR-72502734,KTR,can spot annotate,2,324,0.275373,0.24413,0.761668,0.170895,0.123935,0.27852,0.042856,0.063459,0.094843,0.121014,0.136586,0.156132,0.180555,0.197158,0.219742,0.24413,0.275773,0.307113,0.329788,0.373586,0.415106,0.438801,0.460033,0.512754,0.552453,0.761668,0.061728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288584,0.301469,0.315159,0.327974,0.34106,0.354802,0.368892,0.384685,0.400169,0.416796,0.434149,0.451649,0.471709,0.491309,0.51093,0.531655,0.558034,0.59915,0.666936
KTR-72502740,KTR,can spot annotate,2,324,0.740581,0.762727,1.116155,0.181992,0.1064,0.235193,0.419119,0.483591,0.524629,0.582324,0.625219,0.662557,0.688259,0.722427,0.737119,0.762727,0.787195,0.803645,0.827422,0.845846,0.860411,0.878695,0.90298,0.91844,1.006641,1.399943,0.811728,0.265432,0.018519,0.003086,0.462963,0.098765,0.015432,0.003086,0.759865,0.776572,0.793841,0.808955,0.822538,0.83495,0.847121,0.859301,0.871084,0.883304,0.894947,0.907235,0.921368,0.934759,0.951061,0.971369,0.997339,1.043963,1.13095
KTR-72502749,KTR,hard,1,324,0.303385,0.294307,0.844594,0.172074,0.112698,0.221224,0.025987,0.073258,0.114194,0.155665,0.188399,0.21273,0.237161,0.255868,0.280621,0.294307,0.315199,0.338887,0.361971,0.393274,0.409623,0.439696,0.466069,0.498962,0.569815,0.84528,0.067901,0.0,0.0,0.0,0.018519,0.0,0.0,0.0,0.318576,0.333351,0.348492,0.361365,0.373834,0.386018,0.398279,0.411639,0.424411,0.437971,0.452423,0.468164,0.48618,0.504046,0.524279,0.549026,0.579544,0.631187,0.728892
KTR-72502764,KTR,annotatable,4,324,0.12673,0.099809,0.589356,0.112516,0.051256,0.108664,0.0,0.01757,0.033236,0.044429,0.055954,0.068414,0.07457,0.08293,0.093621,0.099809,0.10821,0.117987,0.127718,0.143289,0.164617,0.180058,0.20519,0.261461,0.378375,0.589356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133313,0.140388,0.147573,0.154252,0.161074,0.168117,0.175456,0.183956,0.192625,0.202018,0.21277,0.224877,0.240176,0.257474,0.277876,0.303839,0.34111,0.399512,0.481023
KTR-72502891,KTR,can spot annotate,2,324,0.385702,0.377797,0.880336,0.144473,0.075134,0.152713,0.106139,0.255431,0.280488,0.293122,0.310689,0.32577,0.344187,0.357308,0.369515,0.377797,0.393561,0.405836,0.428939,0.44323,0.463402,0.492615,0.518491,0.550724,0.586161,0.880336,0.070988,0.006173,0.0,0.0,0.012346,0.0,0.0,0.0,0.405739,0.415726,0.424849,0.433352,0.442028,0.450618,0.459349,0.468949,0.478441,0.488818,0.50019,0.512519,0.526596,0.541231,0.558805,0.57894,0.602691,0.639727,0.707881
KTR-72502895,KTR,hard,1,324,0.387924,0.402138,1.199212,0.218995,0.122032,0.24468,0.0,0.079603,0.167962,0.204074,0.251061,0.280501,0.317204,0.365259,0.38966,0.402138,0.419594,0.437079,0.455586,0.475093,0.495741,0.524542,0.562123,0.653581,0.765391,1.199212,0.17284,0.040123,0.006173,0.0,0.046296,0.018519,0.003086,0.0,0.408075,0.429448,0.448378,0.464444,0.480048,0.495247,0.510197,0.524868,0.537756,0.551766,0.567275,0.584168,0.605011,0.628046,0.656284,0.691486,0.739421,0.817432,0.922764
KTR-72502907,KTR,annotatable,4,324,0.423108,0.425871,0.725969,0.095241,0.059958,0.119906,0.279578,0.306615,0.328776,0.346695,0.360447,0.377197,0.385058,0.39575,0.410904,0.425871,0.439121,0.448378,0.460024,0.469808,0.480353,0.494249,0.506528,0.520808,0.544729,0.923712,0.049383,0.006173,0.0,0.0,0.009259,0.006173,0.0,0.0,0.432426,0.439944,0.447535,0.454165,0.460698,0.467254,0.473826,0.48119,0.488338,0.49525,0.501997,0.509038,0.517341,0.525908,0.535881,0.547877,0.563935,0.590927,0.648513
KTR-72502931,KTR,annotatable,4,324,0.506669,0.525396,1.045231,0.157237,0.084143,0.178585,0.276487,0.310835,0.36714,0.407253,0.425149,0.450712,0.469922,0.498298,0.51382,0.525396,0.539649,0.558025,0.576516,0.592564,0.603735,0.618525,0.636639,0.66397,0.730907,1.045231,0.435185,0.006173,0.0,0.0,0.018519,0.006173,0.0,0.0,0.529001,0.542017,0.554539,0.564843,0.574575,0.58415,0.593535,0.603209,0.612049,0.621098,0.630757,0.640995,0.652302,0.663047,0.675803,0.691897,0.712968,0.745514,0.793961
KTR-72502934,KTR,hard,1,324,0.65376,0.623072,0.876537,0.132856,0.078733,0.165473,0.492834,0.516429,0.527678,0.546539,0.561978,0.571862,0.58522,0.597583,0.614329,0.623072,0.642608,0.657796,0.682341,0.703948,0.72745,0.756869,0.790572,0.842733,0.886564,1.217104,0.848765,0.101852,0.003086,0.0,0.157407,0.027778,0.009259,0.0,0.664111,0.672895,0.682215,0.691313,0.700198,0.709584,0.719674,0.731029,0.742362,0.754611,0.767999,0.782711,0.80014,0.818306,0.838481,0.862119,0.890582,0.931685,0.997204
KTR-72502935,KTR,hard,1,324,0.58764,0.618203,1.356293,0.306334,0.172646,0.333513,0.0,0.0,0.208348,0.37304,0.458955,0.521471,0.550081,0.583372,0.593352,0.618203,0.648316,0.686554,0.726355,0.762853,0.792468,0.850785,0.895894,0.945885,0.998932,1.356293,0.583333,0.20679,0.003086,0.0,0.268519,0.104938,0.018519,0.003086,0.618167,0.652039,0.691151,0.71359,0.733198,0.750038,0.766125,0.783362,0.800976,0.82032,0.840483,0.862263,0.886044,0.909142,0.93485,0.963687,0.994212,1.031647,1.08893
KTR-72502937,KTR,hard,1,324,0.606884,0.574133,0.990314,0.17106,0.094508,0.200312,0.384607,0.41533,0.446966,0.464016,0.492343,0.509711,0.525399,0.54312,0.559511,0.574133,0.592922,0.603196,0.626968,0.662775,0.692655,0.741659,0.787318,0.871944,0.941169,1.250284,0.635802,0.12037,0.009259,0.0,0.126543,0.027778,0.009259,0.0,0.620927,0.632785,0.645185,0.656871,0.668515,0.680349,0.692735,0.706614,0.720648,0.735662,0.752159,0.7712,0.794492,0.819052,0.847387,0.880233,0.919083,0.970651,1.028012
KTR-72502942,KTR,hard,1,324,0.525762,0.495376,0.882854,0.153144,0.098088,0.214747,0.328258,0.357472,0.377476,0.397296,0.414247,0.434237,0.452894,0.463785,0.480419,0.495376,0.512931,0.539185,0.562729,0.588685,0.628994,0.651793,0.693134,0.746666,0.827921,0.984176,0.373457,0.040123,0.0,0.0,0.074074,0.006173,0.0,0.0,0.539082,0.549901,0.561139,0.571837,0.582911,0.594224,0.605564,0.618535,0.631603,0.645866,0.661436,0.67844,0.697494,0.717558,0.738665,0.76341,0.794109,0.835189,0.891472
KTR-72502943,KTR,annotatable (hard),3,324,0.39554,0.414318,0.922808,0.225421,0.18893,0.379373,0.0,0.096974,0.147927,0.175915,0.200568,0.22713,0.273144,0.346346,0.384433,0.414318,0.457837,0.482226,0.526289,0.554132,0.579941,0.604464,0.63777,0.672087,0.738733,0.922808,0.302469,0.006173,0.0,0.0,0.030864,0.003086,0.0,0.0,0.416088,0.43816,0.457356,0.475444,0.494383,0.514199,0.534335,0.553584,0.570827,0.587819,0.604829,0.621398,0.638914,0.654845,0.67218,0.691418,0.714872,0.746372,0.784156
KTR-72502944,KTR,hard,1,324,0.54231,0.57162,0.942633,0.180533,0.080375,0.162529,0.120585,0.272608,0.393075,0.454596,0.488521,0.509366,0.529719,0.549879,0.558231,0.57162,0.582613,0.597824,0.615772,0.629151,0.651049,0.665915,0.689096,0.729671,0.790856,0.942633,0.57716,0.021605,0.0,0.0,0.04321,0.0,0.0,0.0,0.567399,0.58836,0.604164,0.614829,0.624125,0.632843,0.641457,0.650419,0.659075,0.668317,0.678242,0.688954,0.701158,0.714046,0.728679,0.746161,0.767674,0.80069,0.838048
KTR-72502947,KTR,hard,1,324,0.525193,0.49242,1.482257,0.196566,0.094255,0.192211,0.29943,0.33816,0.369899,0.38859,0.409922,0.43296,0.447028,0.463951,0.474631,0.49242,0.512751,0.535529,0.554556,0.582793,0.602133,0.628012,0.656255,0.736992,0.889284,1.482257,0.339506,0.052469,0.018519,0.006173,0.092593,0.055556,0.018519,0.006173,0.542458,0.554532,0.567133,0.578775,0.590526,0.602346,0.614744,0.628683,0.643025,0.658916,0.676285,0.695118,0.717579,0.741696,0.77142,0.810614,0.866153,0.956512,1.114661
KTR-72502949,KTR,annotatable,4,324,0.448439,0.484619,1.02609,0.162377,0.080606,0.183299,0.154971,0.222359,0.279501,0.334369,0.360681,0.391996,0.424103,0.453378,0.468008,0.484619,0.500883,0.508658,0.523368,0.532146,0.54398,0.562042,0.57377,0.592878,0.637687,1.02609,0.305556,0.012346,0.0,0.0,0.015432,0.009259,0.0,0.0,0.469088,0.484366,0.498744,0.511093,0.522088,0.5326,0.542125,0.551228,0.559283,0.567641,0.575645,0.584361,0.594426,0.605404,0.618698,0.634954,0.65726,0.695474,0.771277
KTR-72502954,KTR,hard,1,324,1.031979,1.059752,0.849831,0.15419,0.102634,0.223292,0.740443,0.814332,0.867507,0.896399,0.923214,0.966754,0.998009,1.027914,1.039238,1.059752,1.073357,1.088443,1.107527,1.12678,1.146506,1.169018,1.194948,1.208773,1.234841,1.390738,0.996914,0.885802,0.348765,0.003086,0.916667,0.709877,0.191358,0.006173,1.050926,1.065785,1.079901,1.092001,1.104013,1.11497,1.125149,1.134766,1.143902,1.153128,1.162626,1.172879,1.184134,1.195055,1.206593,1.218682,1.230545,1.246378,1.273905
KTR-72502955,KTR,can spot annotate,2,324,0.766549,0.760566,0.732331,0.155217,0.102475,0.205114,0.510449,0.559655,0.599667,0.633277,0.657352,0.683183,0.703336,0.724383,0.74427,0.760566,0.777878,0.80213,0.824762,0.848374,0.862466,0.904381,0.940252,0.977145,1.034007,1.158686,0.907407,0.342593,0.006173,0.0,0.41358,0.12037,0.0,0.0,0.781427,0.795135,0.808776,0.82049,0.832038,0.843394,0.854718,0.867209,0.879249,0.891847,0.905295,0.91945,0.935165,0.951302,0.970025,0.992057,1.015175,1.046381,1.088072
KTR-72502960,KTR,hard,1,324,0.559023,0.558918,0.786166,0.127082,0.074179,0.144083,0.318894,0.400261,0.44726,0.472781,0.493976,0.508218,0.518202,0.526585,0.542621,0.558918,0.574208,0.589571,0.604122,0.624397,0.638059,0.665677,0.690498,0.714642,0.749525,0.978641,0.518519,0.009259,0.0,0.0,0.040123,0.006173,0.0,0.0,0.574042,0.586148,0.596047,0.604227,0.612264,0.620171,0.628376,0.63773,0.647148,0.656865,0.666839,0.677459,0.689527,0.701841,0.715923,0.732727,0.750944,0.776783,0.819559
KTR-72502963,KTR,hard,1,324,0.689762,0.697923,1.30442,0.29668,0.197683,0.381253,0.148232,0.27728,0.373207,0.461023,0.529397,0.557276,0.590502,0.628254,0.663738,0.697923,0.736712,0.777544,0.835802,0.879786,0.910649,0.946983,1.001186,1.052447,1.110078,1.30442,0.685185,0.320988,0.04321,0.0,0.416667,0.243827,0.052469,0.0,0.725184,0.752822,0.779506,0.801559,0.821736,0.841455,0.862256,0.88429,0.905488,0.927395,0.950818,0.97401,0.998493,1.020711,1.045915,1.074378,1.107674,1.148818,1.215254
NKR-72502127,NKR,hard,1,324,0.805201,0.855982,1.060953,0.183504,0.108165,0.283358,0.491192,0.548874,0.590406,0.606502,0.646195,0.704084,0.750418,0.797999,0.836219,0.855982,0.876049,0.885276,0.89586,0.914667,0.929553,0.948567,0.96457,0.984766,1.069184,1.297208,0.888889,0.530864,0.033951,0.0,0.635802,0.17284,0.012346,0.0,0.825271,0.842146,0.858896,0.874919,0.891134,0.905895,0.919318,0.931879,0.941631,0.950867,0.960133,0.969989,0.981899,0.994557,1.008621,1.025576,1.048626,1.08612,1.155802
NKR-72502137,NKR,can spot annotate,2,324,0.352191,0.350851,0.624969,0.102796,0.04994,0.098909,0.163465,0.23824,0.267834,0.284148,0.303131,0.319281,0.324542,0.334098,0.339291,0.350851,0.3573,0.365598,0.375076,0.384404,0.40204,0.419847,0.44709,0.485316,0.533772,0.656827,0.037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364818,0.373409,0.381007,0.387474,0.393611,0.39939,0.40528,0.412035,0.418734,0.425887,0.433782,0.442681,0.453606,0.465752,0.480115,0.497455,0.518838,0.550373,0.587698
NKR-72502142,NKR,hard,1,324,0.637691,0.636849,0.837152,0.15592,0.103962,0.206295,0.366028,0.45592,0.488052,0.510653,0.538042,0.558459,0.579126,0.597603,0.614982,0.636849,0.663681,0.684613,0.701883,0.720438,0.744337,0.789568,0.815179,0.835808,0.871692,0.996536,0.75,0.132716,0.0,0.0,0.169753,0.006173,0.0,0.0,0.656109,0.669736,0.68199,0.693403,0.704547,0.715633,0.726703,0.738873,0.750826,0.763155,0.775373,0.787942,0.802253,0.817262,0.833995,0.850879,0.866813,0.887369,0.921733
NKR-72502165,NKR,hard,1,324,0.534327,0.546844,1.34156,0.188646,0.107563,0.225371,0.206796,0.276996,0.341415,0.397512,0.42338,0.451541,0.485402,0.506015,0.530517,0.546844,0.567679,0.587673,0.602916,0.629938,0.648751,0.671095,0.695084,0.740674,0.811746,1.36172,0.472222,0.030864,0.009259,0.0,0.080247,0.018519,0.012346,0.003086,0.554686,0.572029,0.588446,0.601971,0.614661,0.627098,0.639118,0.651636,0.663559,0.675986,0.68932,0.703205,0.71935,0.73666,0.755383,0.779787,0.811268,0.861917,0.954155
NKR-72502166,NKR,annotatable,4,324,0.518305,0.527458,0.955148,0.163601,0.097572,0.194484,0.20811,0.313573,0.364052,0.39996,0.429201,0.454454,0.465211,0.49147,0.508634,0.527458,0.54331,0.566574,0.592187,0.606306,0.623685,0.643692,0.676338,0.717397,0.762864,0.955148,0.435185,0.015432,0.0,0.0,0.04321,0.006173,0.0,0.0,0.5391,0.553681,0.567057,0.578524,0.589203,0.599686,0.610326,0.62213,0.633045,0.644524,0.656238,0.668717,0.682109,0.695812,0.711271,0.73043,0.75426,0.786652,0.834362
NKR-72502171,NKR,hard,1,324,0.872669,0.876458,1.074606,0.166431,0.096182,0.191223,0.55619,0.658929,0.717513,0.757509,0.779938,0.799513,0.83634,0.853631,0.865507,0.876458,0.895139,0.913429,0.927927,0.945655,0.971162,0.992959,1.02931,1.070194,1.134264,1.403809,0.938272,0.614198,0.046296,0.0,0.75,0.320988,0.046296,0.006173,0.892856,0.908112,0.921681,0.933123,0.943825,0.954933,0.965197,0.975872,0.986348,0.997869,1.010156,1.023061,1.038404,1.05485,1.073342,1.095474,1.121644,1.158472,1.213824
NKR-72502175,NKR,hard,1,324,0.061962,0.042949,0.503075,0.0732,0.042949,0.10866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021653,0.042949,0.06275,0.075295,0.085508,0.100902,0.10866,0.119061,0.129316,0.145431,0.183416,0.503075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065181,0.068752,0.073003,0.077512,0.082616,0.088439,0.095146,0.103483,0.11233,0.120067,0.127477,0.134812,0.143074,0.151178,0.160289,0.171349,0.186697,0.212828,0.261527
NKR-72502177,NKR,hard,1,324,0.694987,0.703746,0.855734,0.150727,0.10672,0.219938,0.446971,0.483753,0.523669,0.55276,0.587308,0.614641,0.636598,0.659695,0.683746,0.703746,0.720649,0.740203,0.766343,0.782066,0.807246,0.817855,0.839384,0.876741,0.934583,1.199792,0.83642,0.169753,0.003086,0.0,0.253086,0.049383,0.006173,0.0,0.709915,0.723237,0.736829,0.748997,0.760743,0.77203,0.78299,0.794834,0.805836,0.817006,0.828624,0.840847,0.853735,0.866893,0.881307,0.898325,0.921186,0.956329,1.006656
NKR-72502181,NKR,hard,1,324,0.739475,0.737113,0.554579,0.093948,0.049096,0.09799,0.59196,0.6192,0.645027,0.670379,0.690026,0.698332,0.708632,0.723512,0.730045,0.737113,0.744447,0.754725,0.7636,0.77694,0.788016,0.813584,0.832375,0.863569,0.899012,1.022376,0.975309,0.16358,0.0,0.0,0.216049,0.027778,0.0,0.0,0.749855,0.757793,0.765416,0.772119,0.778112,0.784039,0.790157,0.796739,0.803122,0.810108,0.81774,0.826325,0.836441,0.847231,0.859765,0.874398,0.891637,0.91437,0.951458
NKR-72502186,NKR,hard,1,324,1.057755,1.05791,0.701803,0.106592,0.066545,0.132189,0.900486,0.93524,0.962062,0.974793,0.990196,1.000904,1.015103,1.025004,1.039086,1.05791,1.075844,1.084359,1.094654,1.111471,1.122385,1.136803,1.166506,1.182273,1.235811,1.345055,1.0,0.975309,0.299383,0.0,0.987654,0.833333,0.145062,0.0,1.070042,1.07841,1.08625,1.093491,1.100747,1.108141,1.115654,1.124025,1.132256,1.140436,1.148448,1.156855,1.166845,1.177624,1.189712,1.204408,1.222016,1.247836,1.292233
NKR-72502187,NKR,hard,1,324,0.661718,0.664753,1.449472,0.242201,0.140953,0.273789,0.25557,0.394821,0.451854,0.484537,0.52022,0.537332,0.581556,0.600046,0.629869,0.664753,0.68347,0.721685,0.74223,0.773875,0.794009,0.822279,0.877806,0.93757,1.051662,1.449472,0.688272,0.17284,0.027778,0.0,0.29321,0.117284,0.040123,0.012346,0.689393,0.709445,0.7274,0.743345,0.759377,0.775715,0.792134,0.809849,0.827302,0.844734,0.863525,0.883203,0.905915,0.93031,0.959306,0.996902,1.04441,1.115213,1.232707
NKR-72502209,NKR,annotatable,4,324,0.346635,0.350613,0.680721,0.087009,0.056453,0.11064,0.182294,0.240773,0.26327,0.28521,0.293113,0.303081,0.318246,0.336712,0.343279,0.350613,0.36396,0.371988,0.383953,0.396493,0.403753,0.413828,0.430744,0.447926,0.470701,0.731836,0.006173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357446,0.365204,0.372235,0.378187,0.384039,0.390124,0.396079,0.401911,0.407518,0.413508,0.419652,0.426023,0.433308,0.440246,0.448324,0.457768,0.470112,0.485763,0.512459
NKR-72502221,NKR,hard,1,324,1.00636,0.999466,0.794565,0.131464,0.084752,0.16711,0.787954,0.844303,0.875701,0.899889,0.921902,0.944371,0.960434,0.97222,0.986827,0.999466,1.011539,1.022214,1.047264,1.063144,1.089012,1.110066,1.126285,1.17748,1.245019,1.404992,1.0,0.916667,0.231481,0.003086,0.932099,0.614198,0.104938,0.012346,1.019645,1.030893,1.041451,1.050974,1.060208,1.069155,1.07786,1.087654,1.097375,1.107564,1.118716,1.131453,1.145813,1.16073,1.176785,1.19628,1.22156,1.256902,1.311
NKR-72502224,NKR,hard,1,324,0.33464,0.34545,0.432074,0.075604,0.046812,0.095139,0.197029,0.229329,0.252839,0.274885,0.293091,0.305074,0.31545,0.329519,0.335148,0.34545,0.353416,0.36059,0.372611,0.378065,0.38823,0.396992,0.410334,0.421161,0.43506,0.540685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344054,0.351334,0.358151,0.363931,0.369239,0.374223,0.379136,0.384084,0.388814,0.393522,0.398453,0.403564,0.408963,0.414553,0.420734,0.427712,0.435651,0.445872,0.463641
NKR-72502225,NKR,annotatable (hard),3,324,0.371646,0.374462,0.41603,0.069365,0.043174,0.085301,0.254718,0.283742,0.305007,0.320735,0.332293,0.339231,0.350916,0.358573,0.366312,0.374462,0.386352,0.395121,0.403357,0.410771,0.417595,0.424472,0.437699,0.448037,0.480893,0.550535,0.003086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.380322,0.38642,0.392135,0.397074,0.401785,0.406354,0.411044,0.41596,0.420736,0.425649,0.430609,0.4355,0.440882,0.446468,0.452901,0.460678,0.47029,0.484246,0.50802
NKR-72502227,NKR,annotatable,4,324,0.229255,0.252451,0.617953,0.100483,0.052575,0.117731,0.032948,0.079661,0.121595,0.152547,0.177621,0.201035,0.213177,0.223927,0.236566,0.252451,0.260459,0.265723,0.272635,0.28416,0.295353,0.305161,0.316082,0.329217,0.3452,0.617953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240905,0.25125,0.260741,0.2684,0.275463,0.281376,0.287071,0.293165,0.298811,0.304312,0.309489,0.315212,0.322149,0.329378,0.33712,0.346081,0.357351,0.375613,0.413934
NKR-72502228,NKR,annotatable,4,324,0.334405,0.340906,0.473881,0.068768,0.035656,0.073969,0.198871,0.243667,0.269841,0.28974,0.301522,0.314079,0.319427,0.329213,0.335462,0.340906,0.34821,0.354605,0.359243,0.36777,0.37549,0.382784,0.389306,0.40999,0.429274,0.556326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343444,0.350005,0.35564,0.360184,0.364421,0.368321,0.372212,0.376393,0.38039,0.38456,0.388896,0.393565,0.399093,0.404832,0.411371,0.419259,0.430113,0.44577,0.472589
NKR-72502230,NKR,can spot annotate,2,324,0.318371,0.322852,0.735797,0.107451,0.048888,0.099655,0.114943,0.191854,0.236421,0.263773,0.278408,0.287431,0.295118,0.303064,0.312561,0.322852,0.338101,0.343112,0.357029,0.367238,0.378063,0.391446,0.409081,0.429317,0.47292,0.735797,0.003086,0.0,0.0,0.0,0.003086,0.0,0.0,0.0,0.333398,0.343259,0.35115,0.357365,0.363055,0.368751,0.374684,0.381302,0.387915,0.394767,0.401798,0.409412,0.418347,0.427618,0.438728,0.451703,0.468162,0.49514,0.538922
NKR-72502233,NKR,annotatable,4,324,0.30088,0.329548,0.623139,0.137782,0.089017,0.184271,0.0,0.09591,0.148082,0.175847,0.2173,0.242255,0.270087,0.286054,0.312539,0.329548,0.347785,0.360696,0.376339,0.390911,0.401571,0.419021,0.433572,0.458444,0.480991,0.623139,0.003086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31651,0.331558,0.344535,0.355826,0.366148,0.375824,0.385074,0.394616,0.402934,0.410981,0.418701,0.426809,0.435395,0.44407,0.453485,0.46375,0.475976,0.492284,0.513136
NKR-72502235,NKR,hard,1,324,0.497358,0.501711,0.709095,0.119724,0.075291,0.157125,0.299138,0.341992,0.366383,0.388524,0.415062,0.435656,0.456895,0.473058,0.486501,0.501711,0.515265,0.532804,0.547669,0.557862,0.572187,0.585608,0.60101,0.630118,0.691806,0.913185,0.42284,0.012346,0.0,0.0,0.021605,0.0,0.0,0.0,0.50918,0.519465,0.529676,0.539065,0.548137,0.556788,0.565077,0.573923,0.582446,0.591079,0.600044,0.609362,0.619843,0.630967,0.644094,0.660569,0.681803,0.717969,0.7798
NKR-72502244,NKR,hard,1,324,0.565588,0.571438,0.960577,0.086836,0.045312,0.093554,0.426978,0.46516,0.4945,0.509843,0.522921,0.53686,0.547704,0.553496,0.564865,0.571438,0.578468,0.585843,0.592502,0.609048,0.616475,0.624108,0.634396,0.650971,0.674258,0.960577,0.731481,0.006173,0.0,0.0,0.012346,0.003086,0.0,0.0,0.57641,0.583633,0.589959,0.595451,0.600717,0.605641,0.610452,0.615685,0.620852,0.626044,0.631664,0.637829,0.645189,0.652471,0.660436,0.670631,0.68415,0.706174,0.747961
NKR-72502297,NKR,annotatable,4,324,0.756286,0.794076,0.743081,0.15286,0.099422,0.243538,0.498158,0.571425,0.592898,0.611159,0.635908,0.685784,0.710287,0.746228,0.775625,0.794076,0.820488,0.841072,0.853499,0.871271,0.879445,0.889875,0.90006,0.912607,0.930799,0.986376,0.935185,0.469136,0.0,0.0,0.444444,0.006173,0.0,0.0,0.777084,0.789733,0.802521,0.815003,0.827756,0.839707,0.850438,0.861104,0.870164,0.878634,0.886552,0.893502,0.900394,0.90647,0.912556,0.919399,0.927219,0.93796,0.955242
NKR-72502298,NKR,hard,1,324,0.882534,0.911665,0.802028,0.18031,0.154782,0.319271,0.624728,0.657959,0.668912,0.685401,0.702923,0.728837,0.775164,0.813666,0.871947,0.911665,0.935608,0.964455,0.983163,1.002305,1.022194,1.051326,1.076049,1.111857,1.161933,1.325238,0.996914,0.601852,0.104938,0.0,0.601852,0.37963,0.037037,0.0,0.897807,0.911878,0.927237,0.942685,0.959066,0.976421,0.993636,1.010904,1.025871,1.039305,1.052175,1.064957,1.078828,1.092877,1.108749,1.126682,1.147352,1.176737,1.212405
NKR-72502299,NKR,annotatable,4,324,0.363704,0.371269,0.604205,0.110049,0.077607,0.156694,0.165828,0.206528,0.242044,0.264415,0.289977,0.311515,0.328507,0.343741,0.357128,0.371269,0.38945,0.403821,0.418553,0.43119,0.44667,0.458229,0.469379,0.491016,0.528715,0.660382,0.027778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375553,0.385878,0.395953,0.404922,0.413303,0.421373,0.429069,0.437202,0.445078,0.453077,0.461065,0.468942,0.477628,0.486227,0.495525,0.506325,0.519814,0.541132,0.570586
