slide_id,site,annotatable,annotatable_rank,n_fovs,mean,median,range,stdev,mad,iqr,p5,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95,p100,frac_density_ge_monolayer,frac_density_ge_slightly_dense,frac_density_ge_dense,frac_density_ge_very_dense,frac_rouleaux_ge_slight_rouleaux,frac_rouleaux_ge_some_rouleaux,frac_rouleaux_ge_rouleaux,frac_rouleaux_ge_heavy_rouleaux,top95_mean,top90_mean,top85_mean,top80_mean,top75_mean,top70_mean,top65_mean,top60_mean,top55_mean,top50_mean,top45_mean,top40_mean,top35_mean,top30_mean,top25_mean,top20_mean,top15_mean,top10_mean,top5_mean
RUB-62501408,RUB,annotatable,4,324,0.162581,0.138813,0.619929,0.124729,0.083176,0.176048,0.0,0.0,0.033872,0.052919,0.065111,0.08201,0.094838,0.114327,0.127038,0.138813,0.161444,0.182061,0.193398,0.217974,0.24116,0.26181,0.283564,0.339055,0.391223,0.619929,0.003086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171027,0.180399,0.190538,0.199811,0.209101,0.21874,0.228621,0.239423,0.250193,0.261784,0.273929,0.286724,0.301786,0.317529,0.335026,0.354943,0.38069,0.417043,0.468494
RUB-62501416,RUB,hard,1,324,0.332637,0.353104,0.487776,0.106446,0.071371,0.15492,0.135695,0.189197,0.215773,0.237659,0.255962,0.275356,0.295618,0.321044,0.336932,0.353104,0.367093,0.378998,0.389796,0.401534,0.410882,0.421185,0.435878,0.452121,0.491016,0.543077,0.018519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344943,0.355134,0.364629,0.373196,0.381517,0.389647,0.397558,0.405464,0.412455,0.419351,0.425761,0.43226,0.439445,0.446831,0.454737,0.464393,0.476632,0.493663,0.51257
RUB-62501418,RUB,can spot annotate,2,324,0.468856,0.477196,1.102601,0.220556,0.166243,0.333087,0.115031,0.187712,0.234982,0.270193,0.294447,0.322229,0.343392,0.379353,0.438026,0.477196,0.500692,0.542599,0.557696,0.596377,0.627533,0.657828,0.69392,0.744129,0.843921,1.131609,0.429012,0.046296,0.003086,0.0,0.080247,0.027778,0.0,0.0,0.489315,0.507764,0.526157,0.542792,0.559953,0.577725,0.596241,0.616563,0.635194,0.652252,0.670184,0.688219,0.708735,0.730683,0.753265,0.780301,0.814893,0.866617,0.930892
RUB-62501419,RUB,annotatable (hard),3,324,0.429819,0.391094,0.791885,0.16889,0.103962,0.2296,0.197534,0.231302,0.262944,0.293816,0.313,0.328014,0.345645,0.365242,0.377722,0.391094,0.412868,0.441569,0.470944,0.503245,0.5426,0.600309,0.636112,0.690706,0.739234,0.887503,0.246914,0.009259,0.0,0.0,0.018519,0.0,0.0,0.0,0.444705,0.457524,0.470577,0.482392,0.494218,0.506598,0.519588,0.53391,0.548513,0.564718,0.582572,0.601707,0.623109,0.645991,0.66995,0.695413,0.721556,0.749453,0.782423
RUB-62501424,RUB,hard,1,324,0.207975,0.200001,0.659418,0.176183,0.178159,0.362434,0.0,0.0,0.0,0.0,0.0,0.043938,0.089898,0.119518,0.153564,0.200001,0.238416,0.272237,0.304825,0.338694,0.362434,0.403789,0.419274,0.439604,0.479477,0.659418,0.006173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218779,0.230767,0.245033,0.26017,0.2773,0.29533,0.312516,0.330796,0.348332,0.364886,0.380888,0.396155,0.412431,0.426976,0.442194,0.456342,0.471015,0.492859,0.525127
RUB-62501426,RUB,can spot annotate,2,324,0.364808,0.342704,0.685906,0.144596,0.098043,0.207633,0.170127,0.200405,0.220348,0.239336,0.261306,0.275703,0.28876,0.31113,0.326196,0.342704,0.35417,0.375482,0.399947,0.433079,0.468939,0.498235,0.532376,0.574596,0.627695,0.728234,0.12963,0.0,0.0,0.0,0.003086,0.0,0.0,0.0,0.377996,0.388375,0.39933,0.409766,0.420225,0.431062,0.442398,0.454972,0.467304,0.480464,0.494818,0.511008,0.5296,0.547914,0.56666,0.587781,0.611929,0.643508,0.681889
RUB-62501429,RUB,annotatable,4,324,0.32765,0.334951,0.742697,0.137312,0.113939,0.224081,0.1015,0.13817,0.172731,0.194289,0.215675,0.245767,0.265027,0.288218,0.316816,0.334951,0.364328,0.381952,0.401248,0.421361,0.439756,0.455012,0.476248,0.494691,0.51569,0.768572,0.015432,0.0,0.0,0.0,0.003086,0.0,0.0,0.0,0.340931,0.353018,0.36526,0.37649,0.387898,0.399266,0.410187,0.422088,0.432854,0.443496,0.454041,0.4642,0.47512,0.485899,0.497266,0.509244,0.523515,0.542692,0.579225
RUB-62501430,RUB,can spot annotate,2,324,0.095905,0.0,1.268784,0.176402,0.0,0.143275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06773,0.105279,0.143275,0.187861,0.234196,0.296236,0.46421,1.268784,0.012346,0.009259,0.003086,0.0,0.009259,0.009259,0.003086,0.0,0.100887,0.106415,0.112993,0.119973,0.127873,0.136886,0.147266,0.160171,0.174568,0.191809,0.212829,0.239024,0.270611,0.301403,0.336174,0.378978,0.433975,0.525217,0.675353
RUB-62501433,RUB,annotatable,4,324,0.430937,0.402448,0.947431,0.211687,0.143299,0.304016,0.101713,0.162694,0.205213,0.25344,0.27763,0.302001,0.331152,0.350674,0.379635,0.402448,0.434537,0.459407,0.488889,0.535409,0.581646,0.630992,0.682625,0.743918,0.80294,0.987491,0.259259,0.018519,0.0,0.0,0.080247,0.018519,0.0,0.0,0.449198,0.466833,0.484465,0.499792,0.515188,0.530948,0.54747,0.565643,0.583255,0.602159,0.622705,0.644338,0.670414,0.696665,0.724342,0.753406,0.785723,0.824005,0.875313
RUB-62501464,RUB,annotatable,4,324,0.270375,0.244345,0.757331,0.139614,0.089204,0.181225,0.08104,0.120984,0.142657,0.155694,0.17356,0.189058,0.206122,0.221386,0.233158,0.244345,0.26173,0.278725,0.307983,0.332873,0.354784,0.377992,0.402943,0.471719,0.537694,0.757331,0.058642,0.0,0.0,0.0,0.003086,0.0,0.0,0.0,0.283161,0.293309,0.303289,0.312888,0.322576,0.332648,0.342983,0.354362,0.365828,0.378521,0.39253,0.407586,0.42474,0.441926,0.461202,0.483407,0.514733,0.555967,0.602993
RUB-62501466,RUB,can spot annotate,2,324,0.917482,0.932929,0.892393,0.153738,0.106757,0.215268,0.653075,0.702162,0.758253,0.788361,0.809781,0.833404,0.85464,0.886408,0.918067,0.932929,0.948831,0.978138,0.993183,1.006155,1.025048,1.052401,1.079284,1.10042,1.149866,1.344401,0.987654,0.70679,0.111111,0.0,0.765432,0.435185,0.037037,0.0,0.934857,0.948938,0.962334,0.973874,0.985481,0.997128,1.008836,1.020977,1.031496,1.041968,1.053043,1.063742,1.075229,1.087545,1.10202,1.11827,1.135646,1.160409,1.199064
RUB-62501467,RUB,hard,1,324,0.305973,0.293673,0.794136,0.170356,0.147533,0.292133,0.071565,0.100134,0.124331,0.136754,0.154659,0.173992,0.198583,0.226241,0.257502,0.293673,0.327113,0.363809,0.400178,0.426001,0.446792,0.466529,0.480219,0.517234,0.591978,0.807724,0.074074,0.0,0.0,0.0,0.009259,0.0,0.0,0.0,0.319392,0.332367,0.346072,0.359383,0.373564,0.388492,0.404076,0.420931,0.436732,0.452922,0.468842,0.483852,0.499549,0.513309,0.528243,0.54575,0.569698,0.607373,0.663843
RUB-62501471,RUB,annotatable,4,324,0.922009,0.912185,0.786805,0.175799,0.138202,0.267137,0.643931,0.676968,0.719434,0.757426,0.794471,0.817444,0.849427,0.871651,0.887535,0.912185,0.954388,0.977397,1.005387,1.034535,1.061608,1.085339,1.109391,1.170656,1.200997,1.323933,0.993827,0.657407,0.135802,0.0,0.753086,0.462963,0.108025,0.0,0.938626,0.954019,0.970134,0.984301,0.998084,1.012062,1.025584,1.040096,1.054591,1.069825,1.084645,1.099116,1.115237,1.130776,1.146959,1.164796,1.186882,1.215718,1.24567
RUB-62501472,RUB,annotatable,4,324,0.295044,0.288906,0.728162,0.123592,0.078012,0.156969,0.101129,0.142261,0.167915,0.191427,0.211262,0.231356,0.254759,0.265167,0.279125,0.288906,0.303977,0.316673,0.331679,0.350662,0.36823,0.390928,0.4162,0.444229,0.477179,0.76376,0.027778,0.0,0.0,0.0,0.006173,0.0,0.0,0.0,0.306878,0.316768,0.326849,0.336109,0.344891,0.353821,0.362316,0.371287,0.380017,0.389468,0.399678,0.410787,0.424019,0.437997,0.453822,0.47268,0.49587,0.531028,0.597101
RUB-62501474,RUB,hard,1,324,0.312563,0.310776,0.749296,0.158295,0.114183,0.228929,0.057098,0.087022,0.124789,0.161387,0.198136,0.232188,0.253794,0.27089,0.295029,0.310776,0.327392,0.345962,0.377118,0.405566,0.427065,0.451878,0.467292,0.501707,0.582765,0.763565,0.074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326824,0.341025,0.355608,0.368767,0.380872,0.392662,0.403803,0.416379,0.428087,0.440459,0.453639,0.468068,0.484208,0.49917,0.515299,0.533901,0.55798,0.596488,0.65063
RUB-62501478,RUB,hard,1,324,0.549432,0.54838,0.646635,0.115314,0.086282,0.169423,0.368188,0.404206,0.42348,0.450834,0.467,0.483733,0.495955,0.509086,0.530295,0.54838,0.566104,0.581439,0.601738,0.618363,0.636424,0.652208,0.671066,0.690484,0.718304,0.898759,0.512346,0.003086,0.0,0.0,0.027778,0.003086,0.0,0.0,0.56109,0.570613,0.580465,0.589228,0.597886,0.606521,0.61539,0.625366,0.634908,0.644478,0.654069,0.663995,0.674338,0.684867,0.695759,0.70855,0.723698,0.746003,0.785902
RUB-62501479,RUB,can spot annotate,2,324,0.476305,0.450846,0.938726,0.179261,0.116265,0.25057,0.227537,0.279986,0.311345,0.333544,0.35033,0.367848,0.389202,0.411042,0.427703,0.450846,0.473291,0.491484,0.515218,0.551729,0.6009,0.625481,0.662901,0.746805,0.808745,1.00993,0.302469,0.024691,0.0,0.0,0.07716,0.018519,0.0,0.0,0.493506,0.506507,0.51964,0.531858,0.544404,0.55755,0.57119,0.586353,0.601279,0.617234,0.634457,0.653154,0.675718,0.699404,0.722392,0.749318,0.786051,0.830422,0.881425
RUB-62501480,RUB,hard,1,324,0.88613,0.868393,1.121334,0.177067,0.115241,0.231708,0.614663,0.673292,0.698567,0.745852,0.769387,0.788317,0.81198,0.828959,0.855672,0.868393,0.888637,0.906044,0.934273,0.970488,1.001095,1.039825,1.078085,1.117725,1.189308,1.526656,0.984568,0.604938,0.101852,0.003086,0.660494,0.32716,0.070988,0.009259,0.902912,0.9174,0.931774,0.944632,0.956924,0.969478,0.982485,0.996924,1.010694,1.025374,1.04156,1.059244,1.080043,1.100562,1.12304,1.147693,1.177014,1.22031,1.280567
RUB-62501483,RUB,can spot annotate,2,324,0.424557,0.464207,0.79412,0.173318,0.105098,0.223636,0.095243,0.146812,0.209626,0.270566,0.321747,0.353222,0.380019,0.426901,0.443223,0.464207,0.486725,0.50653,0.513499,0.527075,0.545382,0.565462,0.588775,0.62122,0.659262,0.817412,0.268519,0.0,0.0,0.0,0.006173,0.0,0.0,0.0,0.443994,0.461812,0.479543,0.49463,0.507625,0.519835,0.531659,0.542248,0.551864,0.561748,0.571513,0.580736,0.591267,0.602939,0.616413,0.631334,0.649963,0.674233,0.709121
RUB-62501484,RUB,hard,1,324,0.444729,0.458389,0.607625,0.123338,0.083902,0.157603,0.232715,0.274972,0.31905,0.34287,0.362833,0.379729,0.401819,0.425133,0.438159,0.458389,0.471475,0.486181,0.494344,0.508694,0.520436,0.546569,0.57581,0.60158,0.639451,0.752331,0.209877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458563,0.470197,0.480754,0.490009,0.499177,0.508263,0.517046,0.526081,0.534646,0.543048,0.551464,0.560508,0.571085,0.582659,0.596283,0.611484,0.628705,0.650325,0.679498
RUB-62501486,RUB,hard,1,324,0.926423,0.913399,1.117081,0.191299,0.126309,0.247818,0.659194,0.716531,0.743525,0.7652,0.795993,0.817019,0.837357,0.866861,0.888046,0.913399,0.922904,0.95103,0.985847,1.012963,1.043811,1.09059,1.146304,1.207644,1.263046,1.384535,0.984568,0.632716,0.157407,0.0,0.774691,0.429012,0.154321,0.012346,0.946426,0.960512,0.974642,0.988295,1.002151,1.016056,1.030286,1.045857,1.061061,1.076978,1.094348,1.113745,1.135987,1.158601,1.184141,1.211609,1.241456,1.275704,1.316682
RUB-62501492,RUB,annotatable (hard),3,324,0.18221,0.169563,0.510362,0.105679,0.071409,0.148811,0.022647,0.04542,0.058562,0.084693,0.106525,0.118919,0.13659,0.149469,0.159212,0.169563,0.185529,0.205193,0.21901,0.229585,0.255336,0.275821,0.297412,0.332566,0.364234,0.510362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191042,0.199608,0.208717,0.21738,0.225327,0.233236,0.241213,0.249857,0.258486,0.267805,0.277833,0.287956,0.299377,0.311808,0.325776,0.340901,0.357806,0.379322,0.410048
RUB-62501495,RUB,can spot annotate,2,324,0.709378,0.742546,1.314145,0.257039,0.150316,0.314616,0.252636,0.315733,0.380477,0.4635,0.558844,0.608809,0.645201,0.678064,0.713332,0.742546,0.769229,0.794961,0.827273,0.85102,0.87346,0.908007,0.968274,1.017988,1.103375,1.429129,0.746914,0.311728,0.033951,0.0,0.410494,0.17284,0.037037,0.006173,0.736038,0.760966,0.786404,0.808436,0.828068,0.845388,0.862243,0.879971,0.896241,0.91245,0.929329,0.947603,0.968774,0.989917,1.01511,1.046588,1.082809,1.130008,1.200001
RUB-62501499,RUB,can spot annotate,2,324,0.511611,0.473756,0.846453,0.154306,0.096683,0.219752,0.309143,0.336147,0.357023,0.382351,0.401321,0.415975,0.425795,0.44366,0.451247,0.473756,0.495055,0.530531,0.555135,0.580595,0.621073,0.646668,0.671102,0.732173,0.794695,1.047557,0.367284,0.021605,0.0,0.0,0.064815,0.009259,0.0,0.0,0.523803,0.534835,0.546419,0.557142,0.568124,0.579449,0.591575,0.605259,0.619472,0.635086,0.6516,0.668915,0.688062,0.707577,0.727714,0.751,0.781027,0.823547,0.877462
RUB-62501512,RUB,hard,1,324,0.291204,0.280891,0.696302,0.146059,0.111247,0.224255,0.08398,0.111637,0.123119,0.145978,0.17008,0.181161,0.21172,0.236523,0.256228,0.280891,0.309979,0.338004,0.358428,0.379803,0.394335,0.42306,0.454149,0.488082,0.536236,0.696302,0.037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303351,0.31467,0.3269,0.338811,0.350659,0.363074,0.375668,0.388914,0.401787,0.414884,0.428195,0.440592,0.454333,0.468529,0.484868,0.502643,0.523835,0.552323,0.592223
RUB-62501515,RUB,can spot annotate,2,324,0.365316,0.361791,1.170508,0.220837,0.183521,0.355494,0.045137,0.071215,0.096398,0.123928,0.173616,0.212144,0.255832,0.299433,0.336545,0.361791,0.403385,0.448048,0.481566,0.504776,0.52911,0.564652,0.602801,0.648051,0.706506,1.170508,0.237654,0.009259,0.0,0.0,0.012346,0.003086,0.003086,0.0,0.383597,0.401383,0.42094,0.440192,0.459888,0.47899,0.49749,0.516897,0.534862,0.553198,0.571468,0.589015,0.607038,0.625929,0.647203,0.671216,0.699795,0.73732,0.795133
RUB-62501517,RUB,annotatable,4,324,0.630688,0.635962,0.635363,0.128617,0.0854,0.168783,0.410885,0.455905,0.485383,0.518624,0.546345,0.563383,0.575176,0.599025,0.617107,0.635962,0.656474,0.667539,0.682892,0.701089,0.715128,0.744992,0.761616,0.807177,0.843819,0.923629,0.768519,0.08642,0.0,0.0,0.089506,0.0,0.0,0.0,0.643817,0.655622,0.66701,0.677249,0.686684,0.696034,0.705647,0.716119,0.725575,0.735293,0.744958,0.755153,0.767237,0.779699,0.79369,0.809968,0.828189,0.850921,0.872452
RUB-62501518,RUB,can spot annotate,2,322,0.227644,0.225674,1.305208,0.12566,0.07273,0.141635,0.054063,0.079174,0.1024,0.127939,0.157011,0.172359,0.184478,0.195953,0.210419,0.225674,0.237598,0.24811,0.261872,0.282731,0.298646,0.312253,0.332455,0.35407,0.381611,1.323674,0.006211,0.006211,0.003106,0.0,0.006211,0.006211,0.006211,0.003106,0.237396,0.246824,0.256152,0.264938,0.273286,0.281407,0.289246,0.297398,0.305932,0.314488,0.323558,0.333636,0.344932,0.357094,0.370966,0.387303,0.409378,0.442444,0.519781
RUB-62501519,RUB,annotatable,4,324,0.764799,0.767297,0.67179,0.116327,0.076831,0.155448,0.578499,0.624777,0.653697,0.677564,0.692037,0.708392,0.71761,0.733781,0.749998,0.767297,0.778345,0.792164,0.813019,0.831409,0.847485,0.866073,0.884434,0.906309,0.949023,1.035062,0.959877,0.256173,0.0,0.0,0.419753,0.07716,0.0,0.0,0.77904,0.788411,0.797576,0.805776,0.813682,0.82172,0.829937,0.839048,0.847677,0.856523,0.865696,0.875554,0.886681,0.897309,0.90873,0.921353,0.936703,0.958124,0.983339
RUB-62501521,RUB,hard,1,324,0.549241,0.488444,1.184132,0.26625,0.163037,0.340488,0.165486,0.221791,0.292433,0.326257,0.372913,0.40657,0.428665,0.441978,0.463928,0.488444,0.523315,0.569061,0.612675,0.651173,0.713401,0.781039,0.858648,0.95624,1.076905,1.265573,0.41358,0.151235,0.024691,0.0,0.197531,0.123457,0.027778,0.0,0.570786,0.59152,0.612683,0.631592,0.64979,0.668307,0.687523,0.709611,0.732604,0.757989,0.786004,0.815699,0.850024,0.886872,0.928896,0.974751,1.025666,1.083715,1.147081
RUB-62501522,RUB,annotatable,4,324,0.195044,0.165848,0.697902,0.144451,0.096234,0.202346,0.024844,0.035606,0.048477,0.063314,0.079569,0.092886,0.110134,0.124249,0.141421,0.165848,0.186036,0.21412,0.231521,0.252133,0.281915,0.307589,0.337496,0.393115,0.474378,0.703216,0.021605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204352,0.213969,0.224601,0.235062,0.245839,0.257121,0.268931,0.282288,0.295571,0.309578,0.324251,0.339724,0.357317,0.376444,0.39797,0.423115,0.455177,0.502148,0.562434
RUB-62501525,RUB,hard,1,324,0.280622,0.265861,0.61647,0.106547,0.062414,0.129553,0.138452,0.159591,0.182622,0.196759,0.207148,0.223669,0.231527,0.24377,0.252294,0.265861,0.278209,0.29262,0.305087,0.317322,0.336701,0.354211,0.376617,0.438964,0.485919,0.647169,0.018519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290092,0.297972,0.305782,0.312977,0.320277,0.327669,0.335298,0.343872,0.352467,0.361586,0.371515,0.382165,0.39479,0.408602,0.424817,0.44438,0.470169,0.507152,0.549674
RUB-62501526,RUB,hard,1,324,0.145284,0.144279,0.574184,0.113351,0.074412,0.153848,0.0,0.0,0.0,0.033356,0.05781,0.080579,0.095999,0.119158,0.132384,0.144279,0.156346,0.171114,0.183994,0.196584,0.211658,0.22604,0.238737,0.268304,0.318625,0.574184,0.009259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152831,0.161205,0.171171,0.181217,0.190441,0.198936,0.207376,0.216232,0.224367,0.232848,0.241901,0.251417,0.262463,0.274442,0.288449,0.305563,0.329559,0.368531,0.45122
RUB-62501527,RUB,can spot annotate,2,324,0.411537,0.4155,0.905401,0.140963,0.088638,0.175754,0.214041,0.246927,0.273747,0.294474,0.317564,0.335651,0.352917,0.375751,0.391795,0.4155,0.431086,0.44554,0.462668,0.477713,0.493319,0.5113,0.546315,0.590224,0.659139,0.905401,0.148148,0.003086,0.0,0.0,0.009259,0.0,0.0,0.0,0.426639,0.437539,0.448497,0.45871,0.468845,0.478987,0.489208,0.500368,0.510795,0.521113,0.532042,0.543652,0.557075,0.571513,0.588793,0.610176,0.637701,0.674174,0.729044
RUB-62501529,RUB,annotatable,4,324,0.152775,0.145281,0.471549,0.106653,0.076143,0.150434,0.0,0.0,0.038165,0.055641,0.071304,0.083762,0.094475,0.112465,0.129909,0.145281,0.16152,0.174681,0.18922,0.206769,0.221737,0.239846,0.265834,0.293736,0.343239,0.471549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160712,0.169518,0.178943,0.187111,0.195239,0.203597,0.212173,0.221647,0.230812,0.240067,0.249479,0.259462,0.270944,0.282628,0.296242,0.311996,0.331291,0.359003,0.395285
RUB-62501533,RUB,hard,1,324,0.769688,0.784274,0.679107,0.087972,0.058217,0.118216,0.624324,0.643958,0.666795,0.690952,0.711819,0.724073,0.739203,0.761146,0.770279,0.784274,0.794524,0.802828,0.814404,0.820477,0.830035,0.840011,0.849162,0.864089,0.891567,1.156675,0.993827,0.305556,0.0,0.0,0.358025,0.009259,0.003086,0.0,0.779023,0.786992,0.795271,0.802383,0.809065,0.81553,0.822032,0.828388,0.834052,0.839543,0.845022,0.850716,0.857019,0.863474,0.870948,0.879685,0.89112,0.909255,0.94064
RUB-62501535,RUB,can spot annotate,2,324,0.25264,0.237392,0.711,0.15714,0.12864,0.254955,0.037201,0.061807,0.0824,0.096593,0.117596,0.131713,0.158778,0.185299,0.215286,0.237392,0.268176,0.292297,0.319214,0.338442,0.372551,0.410011,0.427689,0.462296,0.510071,0.711,0.046296,0.0,0.0,0.0,0.003086,0.0,0.0,0.0,0.264761,0.27682,0.289532,0.301839,0.31478,0.328307,0.342292,0.357273,0.371289,0.385401,0.400007,0.414664,0.430974,0.447306,0.465234,0.483691,0.505232,0.537669,0.588957
RUB-62501539,RUB,can spot annotate,2,324,0.78501,0.788302,0.507586,0.094802,0.067868,0.133819,0.609719,0.657236,0.688962,0.704262,0.724669,0.74128,0.750527,0.768075,0.777781,0.788302,0.800684,0.811874,0.827236,0.843139,0.858488,0.869612,0.885498,0.895499,0.926859,1.053304,1.0,0.382716,0.0,0.0,0.398148,0.024691,0.0,0.0,0.795464,0.804767,0.81289,0.820109,0.827048,0.833492,0.840165,0.847201,0.853884,0.86101,0.868362,0.876169,0.88484,0.892823,0.90083,0.909996,0.920477,0.936425,0.963566
RUB-62501541,RUB,annotatable,4,324,0.332597,0.331561,0.68002,0.143588,0.075442,0.151174,0.089048,0.165848,0.191285,0.222574,0.246681,0.271254,0.292069,0.302962,0.317117,0.331561,0.349485,0.361906,0.375679,0.388087,0.397855,0.43672,0.489169,0.52624,0.587985,0.68002,0.058642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.349339,0.3614,0.37256,0.382793,0.392673,0.402009,0.411139,0.42101,0.431047,0.441601,0.452753,0.464826,0.479198,0.495282,0.515742,0.540496,0.565564,0.597108,0.63976
RUB-62501575,RUB,annotatable,4,324,0.217968,0.236404,0.481673,0.113363,0.086952,0.199025,0.025615,0.057555,0.079932,0.088337,0.10933,0.140504,0.178801,0.2054,0.226487,0.236404,0.259001,0.272197,0.283843,0.29763,0.308355,0.31948,0.336392,0.346117,0.377768,0.481673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228773,0.239187,0.249644,0.259894,0.27042,0.280605,0.290276,0.29874,0.306249,0.313606,0.320826,0.327816,0.335291,0.342647,0.35053,0.359672,0.370503,0.385902,0.410406
RUB-72501730,RUB,can spot annotate,2,324,1.25696,1.261885,0.560861,0.08451,0.051387,0.10167,1.127908,1.151535,1.166853,1.191151,1.210054,1.223406,1.231017,1.239346,1.247675,1.261885,1.272587,1.28455,1.295657,1.301172,1.311724,1.318669,1.33957,1.357738,1.392047,1.476831,1.0,1.0,0.969136,0.101852,1.0,0.990741,0.839506,0.046296,1.26729,1.274265,1.281398,1.287726,1.293487,1.299018,1.304492,1.31057,1.316612,1.32278,1.328763,1.335028,1.341773,1.348855,1.357191,1.367453,1.379207,1.395052,1.418417
RUB-72501735,RUB,hard,1,324,1.360255,1.379517,0.572326,0.090608,0.051671,0.101387,1.185692,1.231826,1.26385,1.301465,1.322353,1.329465,1.341896,1.354348,1.365729,1.379517,1.391145,1.398886,1.406343,1.414659,1.42374,1.43494,1.442515,1.450181,1.468186,1.59659,1.0,1.0,0.972222,0.540123,1.0,1.0,0.959877,0.438272,1.372618,1.381566,1.389914,1.396639,1.402,1.407381,1.412852,1.418512,1.423784,1.428873,1.433586,1.438461,1.443933,1.449278,1.455084,1.461698,1.469349,1.481252,1.504384
RUB-72501737,RUB,annotatable,4,324,0.815226,0.844728,1.397112,0.234432,0.118351,0.240263,0.3556,0.50894,0.591022,0.657684,0.715597,0.745547,0.771476,0.791189,0.818949,0.844728,0.866715,0.886158,0.902502,0.926446,0.95586,0.982311,1.011034,1.058976,1.127182,1.472195,0.848765,0.5,0.058642,0.021605,0.62037,0.283951,0.046296,0.021605,0.845432,0.868208,0.887705,0.903959,0.918325,0.931592,0.94513,0.959613,0.973318,0.987137,1.001607,1.017126,1.035433,1.055204,1.077504,1.104204,1.139717,1.196528,1.297911
RUB-72501739,RUB,hard,1,324,1.028303,1.016964,1.689877,0.283405,0.190686,0.398244,0.642937,0.699458,0.762493,0.799464,0.842824,0.891155,0.908182,0.947494,0.978392,1.016964,1.040245,1.078856,1.130397,1.173346,1.241068,1.301577,1.341707,1.401059,1.460556,1.689877,0.975309,0.768519,0.373457,0.12963,0.802469,0.57716,0.311728,0.12963,1.061032,1.082541,1.104292,1.124186,1.143879,1.16363,1.183642,1.206011,1.227687,1.250442,1.274984,1.301272,1.330412,1.359495,1.388969,1.417952,1.447992,1.485077,1.543748
RUB-72501743,RUB,hard,1,324,1.250068,1.238109,0.743456,0.154419,0.119762,0.230952,1.005181,1.040468,1.087461,1.105622,1.135057,1.155338,1.179163,1.207738,1.225872,1.238109,1.263039,1.285055,1.314887,1.345091,1.366009,1.388687,1.445588,1.468225,1.49477,1.667868,1.0,1.0,0.790123,0.231481,1.0,0.975309,0.691358,0.20679,1.264615,1.277973,1.291193,1.303135,1.315341,1.327347,1.339321,1.352145,1.364361,1.377415,1.391692,1.405999,1.421602,1.436612,1.45266,1.472355,1.492164,1.510583,1.539098
RUB-72501749,RUB,annotatable,4,324,0.636365,0.60993,1.435565,0.366499,0.295504,0.619042,0.0,0.14872,0.242949,0.31078,0.356278,0.406112,0.439974,0.511204,0.556529,0.60993,0.687084,0.756582,0.81799,0.88755,0.97532,1.021193,1.069199,1.117442,1.187206,1.435565,0.540123,0.320988,0.089506,0.003086,0.401235,0.277778,0.08642,0.006173,0.669423,0.704286,0.735433,0.764122,0.792313,0.821821,0.851976,0.885106,0.916944,0.949971,0.983835,1.016208,1.049818,1.081889,1.109914,1.136526,1.16601,1.203618,1.253
RUB-72501750,RUB,annotatable,4,324,0.448416,0.432313,1.374384,0.188444,0.093976,0.182517,0.214516,0.235725,0.264675,0.292276,0.333554,0.359418,0.378526,0.396228,0.412827,0.432313,0.451099,0.468543,0.484373,0.494646,0.516071,0.539878,0.563242,0.665047,0.843402,1.50765,0.191358,0.046296,0.006173,0.003086,0.067901,0.04321,0.009259,0.003086,0.462601,0.47573,0.489695,0.502588,0.515361,0.527382,0.539417,0.552794,0.566085,0.580544,0.595775,0.612771,0.632958,0.656487,0.686376,0.724624,0.78027,0.873662,1.003162
RUB-72501751,RUB,hard,1,324,1.082774,1.093995,0.86767,0.205489,0.165485,0.333667,0.760129,0.797241,0.839397,0.863199,0.91857,0.954022,0.988525,1.028238,1.054918,1.093995,1.131527,1.154117,1.184774,1.218723,1.252237,1.289736,1.317362,1.343828,1.378617,1.523103,1.0,0.876543,0.462963,0.061728,0.901235,0.697531,0.404321,0.055556,1.102105,1.119788,1.138308,1.156046,1.173749,1.190533,1.207206,1.224475,1.24063,1.257351,1.273567,1.289405,1.307622,1.324653,1.342243,1.360242,1.37876,1.406234,1.450905
