fov_id,present,present_folded,diffuse_halo_flag,confidence,contrast_ratio,baseline,peak,area_fraction,solidity,anisotropy,radial_rho,r2_over_r1,diffuse_radius,diffuse_circularity,diffuse_centroid_x,diffuse_centroid_y,error
1,False,False,False,0,1.2229,17.3524,21.221,0.7186,0.9771,0,0,0,0,0,0,0,
2,False,False,False,0,1.3604,16.2663,22.1283,0.7729,0.9764,0,0,0,0,0,0,0,
3,False,False,False,0,1.3344,17.0899,22.8046,0.7846,0.9488,0,0,0,0,0,0,0,
4,False,False,False,0,1.2922,17.1657,22.1813,0.745,0.9759,0,0,0,0,0,0,0,
5,False,False,False,0,1.3895,17.2262,23.9363,0.7442,0.9864,0,0,0,0,0,0,0,
6,False,False,False,0,1.4103,18.1512,25.5984,0.5259,0.9242,0,0,0,0,0,0,0,
7,False,False,False,0,1.4867,17.2316,25.6189,0.6088,0.9276,0,0,0,0,0,0,0,
8,False,False,False,0,1.3891,16.9303,23.5186,0.7751,0.9256,0,0,0,0,0,0,0,
9,False,False,False,0,2.059,17.3949,35.8169,0.0381,0.9904,0,0,0,0,0,0,0,
10,False,False,False,0,1.3916,17.3586,24.1565,0.6474,0.9696,0,0,0,0,0,0,0,
11,False,False,False,0,1.4886,17.1598,25.5443,0.601,0.9602,0,0,0,0,0,0,0,
12,False,False,False,0,1.333,16.7338,22.3065,0.7664,0.9638,0,0,0,0,0,0,0,
13,False,False,False,0,1.4656,16.4386,24.0916,0.6978,0.9632,0,0,0,0,0,0,0,
14,False,False,False,0,1.3051,16.0526,20.9508,0.7023,0.9273,0,0,0,0,0,0,0,
15,False,False,False,0,1.6111,13.3871,21.5685,0.7005,0.9712,0,0,0,0,0,0,0,
16,False,False,False,0,1.339,16.5774,22.1971,0.7836,0.9614,0,0,0,0,0,0,0,
17,False,False,False,0.0436,2.2699,17.1607,38.9532,0.4319,0.9906,0,0,0,0,0,0,0,
18,False,False,False,0,2.098,18.859,39.5663,0.1646,0.9956,0,0,0,0,0,0,0,
19,False,False,False,0,1.2678,16.9734,21.5187,0.6841,0.8733,0,0,0,0,0,0,0,
20,False,False,False,0,1.4247,15.584,22.2027,0.7013,0.9423,0,0,0,0,0,0,0,
21,False,False,False,0,1.2645,17.0035,21.5001,0.7567,0.9479,0,0,0,0,0,0,0,
22,False,False,False,0,1.3266,16.6908,22.1419,0.776,0.9464,0,0,0,0,0,0,0,
23,False,False,False,0,1.4031,17.0804,23.9658,0.7007,0.895,0,0,0,0,0,0,0,
24,False,False,False,0,1.3588,17.2811,23.4811,0.7333,0.9156,0,0,0,0,0,0,0,
25,False,False,False,0,1.4298,16.7903,24.0076,0.6292,0.8617,0,0,0,0,0,0,0,
26,False,False,False,0,1.3867,16.4827,22.8574,0.7838,0.8975,0,0,0,0,0,0,0,
