fov_id,density_score,density_label,overlap_score,overlap_label,empty_field_gated,coverage,otsu_threshold,otsu_separability,saturation_score,lbp_entropy,glcm_contrast,edge_density_unmasked,tile_glcm_cv,tile_glcm_patchiness,error
1,0.2792451195,sparser,0.2300415299,no rouleaux,False,0.1597992347,169,0.5577446779,0.07067206201,3.752283886,52.18271444,0.1274681122,0.07642508947,0.2205013795,
2,0.2728809509,sparser,0.2240203037,no rouleaux,False,0.1574142857,169,0.5732024087,0.06718403797,3.761474403,48.10473598,0.1241756378,0.07183745882,0.2597440615,
3,0.2006568192,sparser,0.1502475156,no rouleaux,False,0.1346971939,170,0.5722141072,0.05762155934,3.68898029,41.99174938,0.1121897959,0.07196025411,0.1731288344,
4,0.2027759088,sparser,0.1714611392,no rouleaux,False,0.1244903061,170,0.5869045007,0.05142638517,3.632678409,36.20523984,0.09669068878,0.09532973781,0.3314671503,
5,0.2442123904,sparser,0.2099481797,no rouleaux,False,0.136051148,170,0.5867025873,0.05622958745,3.675548757,41.0027045,0.1077841837,0.1027179488,0.3549150581,
6,0.2289122538,sparser,0.169354053,no rouleaux,False,0.1498304847,170,0.5754583528,0.06360928078,3.744892147,48.13933221,0.1218366071,0.06531929402,0.1258351404,
7,0.2654639352,sparser,0.2240533834,no rouleaux,False,0.1497645408,170,0.557782092,0.06622856193,3.743367154,46.08690984,0.1167654337,0.09759442767,0.2735748699,
8,0.2614642942,sparser,0.2059041636,no rouleaux,False,0.1561914541,170,0.572238637,0.06681266929,3.776452919,50.58441026,0.1230834184,0.08542201433,0.1749868946,
9,0.2507948592,sparser,0.2000387168,no rouleaux,False,0.1487600765,170,0.5568134572,0.06592846402,3.778012888,48.81444509,0.1184868622,0.08657890176,0.1926945117,
10,0.262608571,sparser,0.2342316239,no rouleaux,False,0.1368223214,170,0.5581115347,0.06046020563,3.707289347,43.57035875,0.1086817602,0.1091576859,0.38583786,
11,0.2156795635,sparser,0.1652284352,no rouleaux,False,0.1411137755,170,0.5507371777,0.06339717306,3.744667949,45.83346334,0.1115061224,0.07847788744,0.1437478105,
12,0.2543049087,sparser,0.2078732466,no rouleaux,False,0.1505003827,170,0.5611210587,0.06605144861,3.750647854,49.23301116,0.1169366071,0.07749582918,0.2247752829,
