fov_id,density_score,density_label,overlap_score,overlap_label,empty_field_gated,coverage,otsu_threshold,otsu_separability,saturation_score,lbp_entropy,glcm_contrast,edge_density_unmasked,tile_glcm_cv,tile_glcm_patchiness,error
1,0.5137278323,slightly dense,0.4536543426,some rouleaux,False,0.2722701531,166,0.5737432642,0.1160569867,3.792163503,78.15549684,0.1824977041,0.08971883864,0.1945582668,
2,0.4495895129,slightly dense,0.394646051,slight rouleaux,False,0.2515544643,166,0.5782998799,0.1060805478,3.747469669,66.78855449,0.1625125,0.09033446672,0.1919398119,
3,0.4721051979,slightly dense,0.4238986416,slight rouleaux,False,0.2538719388,166,0.5792300716,0.1068216775,3.800439924,64.44500475,0.1599478316,0.08654956082,0.3013475046,
4,0.3514449979,monolayer,0.3013470338,no rouleaux,False,0.2000832908,167,0.5881479469,0.08240471412,3.675863396,58.55743406,0.1442278061,0.08211711033,0.2278293067,
5,0.3539182831,monolayer,0.3036119925,no rouleaux,False,0.203898852,167,0.5817893024,0.08527268116,3.661949556,58.66441181,0.1463909439,0.08044903908,0.2068715899,
6,0.3618489909,monolayer,0.2980355259,no rouleaux,False,0.2084670918,167,0.5788413774,0.08779771326,3.738314227,63.06062772,0.1554942602,0.08131723863,0.1164870249,
7,0.3250803732,monolayer,0.2628467017,no rouleaux,False,0.1864424745,168,0.580019128,0.07830227302,3.742454604,60.09935818,0.1479776786,0.07311484279,0.1543416523,
8,0.312596739,monolayer,0.253622347,no rouleaux,False,0.1806215561,168,0.5956685661,0.07303097278,3.711367109,57.56135251,0.141538648,0.08080488491,0.1829754897,
9,0.3750958729,monolayer,0.3248227027,no rouleaux,False,0.2260158163,166,0.5669398737,0.09787843796,3.716438853,56.35345578,0.1417205357,0.08931491337,0.1526961117,
10,0.4755785195,slightly dense,0.4367351463,slight rouleaux,False,0.272558801,165,0.5493340854,0.1228329614,3.716119104,63.5650676,0.1519442602,0.08795033271,0.2108263937,
11,0.4612138354,slightly dense,0.4189716303,slight rouleaux,False,0.2758891582,165,0.5465855199,0.1250921392,3.710173476,62.89792765,0.1508371173,0.07068438348,0.1538991594,
12,0.500528981,slightly dense,0.460540519,some rouleaux,False,0.2826494898,165,0.5507359771,0.1269842469,3.744599619,66.09290105,0.1566950255,0.08507266465,0.2246032886,
13,0.5052350513,slightly dense,0.4564634536,some rouleaux,False,0.2663368622,166,0.5624408767,0.1165381239,3.72676445,77.0244477,0.1725340561,0.09910509088,0.2208550465,
14,0.5617284496,slightly dense,0.5090541587,some rouleaux,False,0.2943772959,166,0.5610922375,0.1292044803,3.797558676,83.94806815,0.183683801,0.09525055597,0.2070806582,
15,0.5555263096,slightly dense,0.5221421557,some rouleaux,False,0.2779455357,166,0.5383847642,0.128303894,3.730277557,79.61708279,0.1727306122,0.09692396441,0.3292469944,
16,0.5465782257,slightly dense,0.5158058575,some rouleaux,False,0.2997510204,165,0.5368846992,0.138819284,3.696185556,72.2786512,0.1621667092,0.08469703932,0.2555686775,
