fov_id,n_detected,ratio_to_median,robust_zscore
1,193,2.0865,2.023472
2,136,1.4703,0.875831
3,128,1.3838,0.714759
4,144,1.5568,1.036904
5,201,2.173,2.184545
6,180,1.9459,1.76173
7,101,1.0919,0.171139
8,111,1.2,0.37248
9,90,0.973,-0.050335
10,63,0.6811,-0.593955
11,85,0.9189,-0.151005
12,43,0.4649,-0.996636
13,91,0.9838,-0.030201
14,52,0.5622,-0.815429
15,42,0.4541,-1.01677
16,37,0.4,-1.11744
17,30,0.3243,-1.258378
18,54,0.5838,-0.775161
19,133,1.4378,0.815429
20,103,1.1135,0.211408
21,75,0.8108,-0.352346
22,57,0.6162,-0.714759
23,115,1.2432,0.453016
24,129,1.3946,0.734893
25,140,1.5135,0.956367
26,105,1.1351,0.251676
27,120,1.2973,0.553686
28,55,0.5946,-0.755027
29,57,0.6162,-0.714759
30,51,0.5514,-0.835563
31,45,0.4865,-0.956367
32,57,0.6162,-0.714759
33,60,0.6486,-0.654357
34,55,0.5946,-0.755027
35,26,0.2811,-1.338914
36,23,0.2486,-1.399317
37,81,0.8757,-0.231542
38,48,0.5189,-0.895965
39,59,0.6378,-0.674491
40,60,0.6486,-0.654357
41,131,1.4162,0.775161
42,110,1.1892,0.352346
43,73,0.7892,-0.392614
44,70,0.7568,-0.453016
45,91,0.9838,-0.030201
46,155,1.6757,1.258378
47,55,0.5946,-0.755027
48,56,0.6054,-0.734893
49,59,0.6378,-0.674491
50,65,0.7027,-0.553686
51,49,0.5297,-0.875831
52,29,0.3135,-1.278512
53,30,0.3243,-1.258378
54,30,0.3243,-1.258378
55,50,0.5405,-0.855697
56,40,0.4324,-1.057038
57,24,0.2595,-1.379183
58,64,0.6919,-0.57382
59,82,0.8865,-0.211408
60,86,0.9297,-0.130871
61,61,0.6595,-0.634223
62,113,1.2216,0.412748
63,121,1.3081,0.57382
64,123,1.3297,0.614089
65,39,0.4216,-1.077172
66,61,0.6595,-0.634223
67,62,0.6703,-0.614089
68,44,0.4757,-0.976502
69,42,0.4541,-1.01677
70,24,0.2595,-1.379183
71,15,0.1622,-1.560389
72,26,0.2811,-1.338914
73,37,0.4,-1.11744
74,64,0.6919,-0.57382
75,53,0.573,-0.795295
76,106,1.1459,0.27181
77,83,0.8973,-0.191273
78,46,0.4973,-0.936233
79,65,0.7027,-0.553686
80,92,0.9946,-0.010067
81,78,0.8432,-0.291944
82,78,0.8432,-0.291944
83,116,1.2541,0.47315
84,56,0.6054,-0.734893
85,42,0.4541,-1.01677
86,28,0.3027,-1.298646
87,17,0.1838,-1.520121
88,17,0.1838,-1.520121
89,16,0.173,-1.540255
90,25,0.2703,-1.359049
91,42,0.4541,-1.01677
92,47,0.5081,-0.916099
93,74,0.8,-0.37248
94,90,0.973,-0.050335
95,72,0.7784,-0.412748
96,55,0.5946,-0.755027
97,37,0.4,-1.11744
98,108,1.1676,0.312078
99,71,0.7676,-0.432882
100,90,0.973,-0.050335
101,60,0.6486,-0.654357
102,64,0.6919,-0.57382
103,41,0.4432,-1.036904
104,31,0.3351,-1.238244
105,18,0.1946,-1.499987
106,35,0.3784,-1.157708
107,20,0.2162,-1.459719
108,20,0.2162,-1.459719
109,84,0.9081,-0.171139
110,56,0.6054,-0.734893
111,66,0.7135,-0.533552
112,91,0.9838,-0.030201
113,157,1.6973,1.298646
114,102,1.1027,0.191273
115,88,0.9514,-0.090603
116,93,1.0054,0.010067
117,129,1.3946,0.734893
118,103,1.1135,0.211408
119,86,0.9297,-0.130871
120,56,0.6054,-0.734893
121,48,0.5189,-0.895965
122,66,0.7135,-0.533552
123,24,0.2595,-1.379183
124,35,0.3784,-1.157708
125,15,0.1622,-1.560389
126,32,0.3459,-1.21811
127,99,1.0703,0.130871
128,113,1.2216,0.412748
129,86,0.9297,-0.130871
