fov_id,n_detected,ratio_to_median,robust_zscore
1,104,0.856,-0.429221
2,93,0.7654,-0.699018
3,186,1.5309,1.581987
4,103,0.8477,-0.453748
5,105,0.8642,-0.404694
6,79,0.6502,-1.042395
7,50,0.4115,-1.753676
8,80,0.6584,-1.017868
9,77,0.6337,-1.091449
10,82,0.6749,-0.968814
11,58,0.4774,-1.55746
12,29,0.2387,-2.268742
13,39,0.321,-2.023472
14,105,0.8642,-0.404694
15,88,0.7243,-0.821652
16,141,1.1605,0.478275
17,152,1.251,0.748072
18,107,0.8807,-0.355641
19,103,0.8477,-0.453748
20,97,0.7984,-0.60091
21,92,0.7572,-0.723545
22,122,1.0041,0.012263
23,105,0.8642,-0.404694
24,81,0.6667,-0.993341
25,86,0.7078,-0.870706
26,81,0.6667,-0.993341
27,76,0.6255,-1.115976
28,68,0.5597,-1.312191
29,67,0.5514,-1.336718
30,31,0.2551,-2.219688
31,46,0.3786,-1.851784
32,82,0.6749,-0.968814
33,63,0.5185,-1.434826
34,60,0.4938,-1.508407
35,75,0.6173,-1.140503
36,49,0.4033,-1.778203
37,110,0.9053,-0.28206
38,114,0.9383,-0.183952
39,89,0.7325,-0.797125
40,96,0.7901,-0.625437
41,77,0.6337,-1.091449
42,91,0.749,-0.748072
43,96,0.7901,-0.625437
44,80,0.6584,-1.017868
45,68,0.5597,-1.312191
46,44,0.3621,-1.900838
47,56,0.4609,-1.606514
48,29,0.2387,-2.268742
49,50,0.4115,-1.753676
50,47,0.3868,-1.827257
51,40,0.3292,-1.998945
52,30,0.2469,-2.244215
53,58,0.4774,-1.55746
54,38,0.3128,-2.047999
55,100,0.823,-0.527329
56,118,0.9712,-0.085844
57,104,0.856,-0.429221
58,112,0.9218,-0.233006
59,114,0.9383,-0.183952
60,79,0.6502,-1.042395
61,83,0.6831,-0.944287
62,63,0.5185,-1.434826
63,88,0.7243,-0.821652
64,45,0.3704,-1.876311
65,51,0.4198,-1.729149
66,50,0.4115,-1.753676
67,40,0.3292,-1.998945
68,19,0.1564,-2.514011
69,34,0.2798,-2.146107
70,27,0.2222,-2.317796
71,60,0.4938,-1.508407
72,60,0.4938,-1.508407
73,118,0.9712,-0.085844
74,144,1.1852,0.551856
75,107,0.8807,-0.355641
76,128,1.0535,0.159425
77,139,1.144,0.429221
78,88,0.7243,-0.821652
79,73,0.6008,-1.189556
80,63,0.5185,-1.434826
81,78,0.642,-1.066922
82,57,0.4691,-1.581987
83,90,0.7407,-0.772599
84,49,0.4033,-1.778203
85,64,0.5267,-1.410299
86,63,0.5185,-1.434826
87,57,0.4691,-1.581987
88,73,0.6008,-1.189556
89,101,0.8313,-0.502802
90,131,1.0782,0.233006
91,129,1.0617,0.183952
92,120,0.9877,-0.03679
93,111,0.9136,-0.257533
94,144,1.1852,0.551856
95,101,0.8313,-0.502802
96,77,0.6337,-1.091449
97,83,0.6831,-0.944287
98,94,0.7737,-0.674491
99,81,0.6667,-0.993341
