fov_id,n_detected,ratio_to_median,robust_zscore
1,66,0.6286,-0.773681
2,55,0.5238,-0.991898
3,65,0.619,-0.793519
4,57,0.5429,-0.952222
5,55,0.5238,-0.991898
6,49,0.4667,-1.110926
7,49,0.4667,-1.110926
8,45,0.4286,-1.190278
9,43,0.4095,-1.229954
10,49,0.4667,-1.110926
11,32,0.3048,-1.448171
12,30,0.2857,-1.487847
13,33,0.3143,-1.428333
14,45,0.4286,-1.190278
15,57,0.5429,-0.952222
16,31,0.2952,-1.468009
17,47,0.4476,-1.150602
18,29,0.2762,-1.507685
19,102,0.9714,-0.059514
20,81,0.7714,-0.476111
21,69,0.6571,-0.714167
22,73,0.6952,-0.634815
23,54,0.5143,-1.011736
24,47,0.4476,-1.150602
25,48,0.4571,-1.130764
26,53,0.5048,-1.031574
27,26,0.2476,-1.567199
28,54,0.5143,-1.011736
29,45,0.4286,-1.190278
30,35,0.3333,-1.388657
31,66,0.6286,-0.773681
32,44,0.419,-1.210116
33,38,0.3619,-1.329144
34,46,0.4381,-1.17044
35,44,0.419,-1.210116
36,42,0.4,-1.249792
37,92,0.8762,-0.257894
38,98,0.9333,-0.138866
39,60,0.5714,-0.892708
40,77,0.7333,-0.555463
41,66,0.6286,-0.773681
42,43,0.4095,-1.229954
43,85,0.8095,-0.396759
44,59,0.5619,-0.912546
45,37,0.3524,-1.348982
46,61,0.581,-0.87287
47,49,0.4667,-1.110926
48,40,0.381,-1.289468
49,46,0.4381,-1.17044
50,58,0.5524,-0.932384
51,36,0.3429,-1.368819
52,36,0.3429,-1.368819
53,36,0.3429,-1.368819
54,26,0.2476,-1.567199
55,119,1.1333,0.277731
56,100,0.9524,-0.09919
57,55,0.5238,-0.991898
58,67,0.6381,-0.753843
59,49,0.4667,-1.110926
60,67,0.6381,-0.753843
61,46,0.4381,-1.17044
62,33,0.3143,-1.428333
63,45,0.4286,-1.190278
64,48,0.4571,-1.130764
65,57,0.5429,-0.952222
66,35,0.3333,-1.388657
67,25,0.2381,-1.587037
68,40,0.381,-1.289468
69,37,0.3524,-1.348982
70,45,0.4286,-1.190278
71,52,0.4952,-1.051412
72,35,0.3333,-1.388657
73,185,1.7619,1.587037
74,92,0.8762,-0.257894
75,82,0.781,-0.456273
76,98,0.9333,-0.138866
77,53,0.5048,-1.031574
78,73,0.6952,-0.634815
79,46,0.4381,-1.17044
80,37,0.3524,-1.348982
81,54,0.5143,-1.011736
82,45,0.4286,-1.190278
83,64,0.6095,-0.813357
84,27,0.2571,-1.547361
