fov_id,n_detected,ratio_to_median,robust_zscore
1,133,1.2091,0.554046
2,151,1.3727,0.987647
3,152,1.3818,1.011736
4,117,1.0636,0.168623
5,139,1.2636,0.69858
6,134,1.2182,0.578135
7,161,1.4636,1.228537
8,122,1.1091,0.289067
9,147,1.3364,0.891291
10,127,1.1545,0.409512
11,136,1.2364,0.626313
12,111,1.0091,0.024089
13,232,2.1091,2.938853
14,221,2.0091,2.673874
15,200,1.8182,2.168006
16,227,2.0636,2.818408
17,221,2.0091,2.673874
18,159,1.4455,1.180359
19,142,1.2909,0.770847
20,135,1.2273,0.602224
21,201,1.8273,2.192095
22,101,0.9182,-0.216801
23,103,0.9364,-0.168623
24,120,1.0909,0.24089
25,127,1.1545,0.409512
26,61,0.5545,-1.180359
27,104,0.9455,-0.144534
28,85,0.7727,-0.602224
29,92,0.8364,-0.433601
30,134,1.2182,0.578135
31,225,2.0455,2.77023
32,211,1.9182,2.432985
33,209,1.9,2.384807
34,143,1.3,0.794936
35,137,1.2455,0.650402
36,153,1.3909,1.035825
37,110,1.0,0.0
38,122,1.1091,0.289067
39,100,0.9091,-0.24089
40,106,0.9636,-0.096356
41,70,0.6364,-0.963558
42,76,0.6909,-0.819024
43,79,0.7182,-0.746758
44,95,0.8636,-0.361334
45,97,0.8818,-0.313156
46,62,0.5636,-1.15627
47,57,0.5182,-1.276715
48,88,0.8,-0.529957
49,212,1.9273,2.457073
50,156,1.4182,1.108092
51,126,1.1455,0.385423
52,157,1.4273,1.132181
53,115,1.0455,0.120445
54,109,0.9909,-0.024089
55,83,0.7545,-0.650402
56,100,0.9091,-0.24089
57,121,1.1,0.264979
58,116,1.0545,0.144534
59,77,0.7,-0.794936
60,142,1.2909,0.770847
61,101,0.9182,-0.216801
62,133,1.2091,0.554046
63,196,1.7818,2.07165
64,80,0.7273,-0.722669
65,99,0.9,-0.264979
66,153,1.3909,1.035825
67,155,1.4091,1.084003
68,151,1.3727,0.987647
69,166,1.5091,1.348982
70,144,1.3091,0.819024
71,109,0.9909,-0.024089
72,103,0.9364,-0.168623
73,90,0.8182,-0.481779
74,97,0.8818,-0.313156
75,123,1.1182,0.313156
76,121,1.1,0.264979
77,112,1.0182,0.048178
78,168,1.5273,1.397159
79,136,1.2364,0.626313
80,115,1.0455,0.120445
81,120,1.0909,0.24089
82,143,1.3,0.794936
83,58,0.5273,-1.252626
84,164,1.4909,1.300804
85,189,1.7182,1.903027
86,206,1.8727,2.31254
87,254,2.3091,3.46881
88,241,2.1909,3.155653
89,172,1.5636,1.493515
90,166,1.5091,1.348982
91,96,0.8727,-0.337245
92,122,1.1091,0.289067
93,149,1.3545,0.939469
94,107,0.9727,-0.072267
95,79,0.7182,-0.746758
96,160,1.4545,1.204448
97,121,1.1,0.264979
98,88,0.8,-0.529957
99,108,0.9818,-0.048178
100,92,0.8364,-0.433601
101,102,0.9273,-0.192712
102,150,1.3636,0.963558
103,153,1.3909,1.035825
104,132,1.2,0.529957
105,222,2.0182,2.697963
106,165,1.5,1.324893
107,149,1.3545,0.939469
108,149,1.3545,0.939469
109,74,0.6727,-0.867202
110,90,0.8182,-0.481779
111,132,1.2,0.529957
112,144,1.3091,0.819024
113,92,0.8364,-0.433601
114,104,0.9455,-0.144534
115,55,0.5,-1.324893
116,86,0.7818,-0.578135
117,118,1.0727,0.192712
118,173,1.5727,1.517604
119,83,0.7545,-0.650402
120,141,1.2818,0.746758
121,150,1.3636,0.963558
122,128,1.1636,0.433601
123,253,2.3,3.444721
124,166,1.5091,1.348982
125,129,1.1727,0.45769
126,164,1.4909,1.300804
127,82,0.7455,-0.674491
128,69,0.6273,-0.987647
129,84,0.7636,-0.626313
130,82,0.7455,-0.674491
131,120,1.0909,0.24089
132,85,0.7727,-0.602224
133,61,0.5545,-1.180359
134,37,0.3364,-1.758494
135,124,1.1273,0.337245
136,140,1.2727,0.722669
137,134,1.2182,0.578135
138,156,1.4182,1.108092
139,173,1.5727,1.517604
140,174,1.5818,1.541693
141,179,1.6273,1.662138
142,158,1.4364,1.15627
143,126,1.1455,0.385423
144,171,1.5545,1.469426
145,71,0.6455,-0.939469
146,60,0.5455,-1.204448
147,74,0.6727,-0.867202
148,90,0.8182,-0.481779
149,86,0.7818,-0.578135
150,85,0.7727,-0.602224
151,82,0.7455,-0.674491
152,57,0.5182,-1.276715
153,156,1.4182,1.108092
154,127,1.1545,0.409512
155,147,1.3364,0.891291
156,168,1.5273,1.397159
157,137,1.2455,0.650402
158,124,1.1273,0.337245
159,110,1.0,0.0
160,137,1.2455,0.650402
161,164,1.4909,1.300804
162,189,1.7182,1.903027
163,70,0.6364,-0.963558
164,55,0.5,-1.324893
165,63,0.5727,-1.132181
166,95,0.8636,-0.361334
167,61,0.5545,-1.180359
168,78,0.7091,-0.770847
169,118,1.0727,0.192712
170,79,0.7182,-0.746758
171,180,1.6364,1.686227
172,131,1.1909,0.505868
173,135,1.2273,0.602224
174,171,1.5545,1.469426
175,115,1.0455,0.120445
176,164,1.4909,1.300804
177,182,1.6545,1.734405
178,174,1.5818,1.541693
179,185,1.6818,1.806672
180,202,1.8364,2.216184
181,77,0.7,-0.794936
182,81,0.7364,-0.69858
183,91,0.8273,-0.45769
184,82,0.7455,-0.674491
185,42,0.3818,-1.638049
186,85,0.7727,-0.602224
187,70,0.6364,-0.963558
188,80,0.7273,-0.722669
189,97,0.8818,-0.313156
190,123,1.1182,0.313156
191,97,0.8818,-0.313156
192,126,1.1455,0.385423
193,144,1.3091,0.819024
194,172,1.5636,1.493515
195,172,1.5636,1.493515
196,157,1.4273,1.132181
197,162,1.4727,1.252626
198,205,1.8636,2.288451
199,65,0.5909,-1.084003
200,61,0.5545,-1.180359
201,56,0.5091,-1.300804
202,70,0.6364,-0.963558
203,36,0.3273,-1.782583
204,69,0.6273,-0.987647
205,65,0.5909,-1.084003
206,65,0.5909,-1.084003
207,107,0.9727,-0.072267
208,86,0.7818,-0.578135
209,98,0.8909,-0.289067
210,101,0.9182,-0.216801
211,140,1.2727,0.722669
212,142,1.2909,0.770847
213,146,1.3273,0.867202
214,128,1.1636,0.433601
215,119,1.0818,0.216801
216,161,1.4636,1.228537
217,72,0.6545,-0.91538
218,35,0.3182,-1.806672
219,59,0.5364,-1.228537
220,67,0.6091,-1.035825
221,46,0.4182,-1.541693
222,75,0.6818,-0.843113
223,74,0.6727,-0.867202
224,78,0.7091,-0.770847
225,105,0.9545,-0.120445
226,73,0.6636,-0.891291
227,88,0.8,-0.529957
228,87,0.7909,-0.554046
229,126,1.1455,0.385423
230,130,1.1818,0.481779
231,133,1.2091,0.554046
232,149,1.3545,0.939469
233,129,1.1727,0.45769
234,157,1.4273,1.132181
235,85,0.7727,-0.602224
236,66,0.6,-1.059914
237,58,0.5273,-1.252626
238,67,0.6091,-1.035825
239,63,0.5727,-1.132181
240,95,0.8636,-0.361334
241,85,0.7727,-0.602224
242,97,0.8818,-0.313156
243,95,0.8636,-0.361334
244,104,0.9455,-0.144534
245,82,0.7455,-0.674491
246,108,0.9818,-0.048178
247,125,1.1364,0.361334
248,120,1.0909,0.24089
249,104,0.9455,-0.144534
250,155,1.4091,1.084003
251,115,1.0455,0.120445
252,124,1.1273,0.337245
253,81,0.7364,-0.69858
254,107,0.9727,-0.072267
255,88,0.8,-0.529957
256,149,1.3545,0.939469
257,86,0.7818,-0.578135
258,93,0.8455,-0.409512
259,63,0.5727,-1.132181
260,99,0.9,-0.264979
261,97,0.8818,-0.313156
262,101,0.9182,-0.216801
263,86,0.7818,-0.578135
264,75,0.6818,-0.843113
265,103,0.9364,-0.168623
266,124,1.1273,0.337245
267,123,1.1182,0.313156
268,80,0.7273,-0.722669
269,108,0.9818,-0.048178
270,89,0.8091,-0.505868
271,78,0.7091,-0.770847
272,82,0.7455,-0.674491
273,197,1.7909,2.095739
274,77,0.7,-0.794936
275,57,0.5182,-1.276715
276,99,0.9,-0.264979
277,82,0.7455,-0.674491
278,85,0.7727,-0.602224
279,97,0.8818,-0.313156
280,100,0.9091,-0.24089
281,82,0.7455,-0.674491
282,95,0.8636,-0.361334
283,133,1.2091,0.554046
284,131,1.1909,0.505868
285,105,0.9545,-0.120445
286,92,0.8364,-0.433601
287,96,0.8727,-0.337245
288,115,1.0455,0.120445
289,120,1.0909,0.24089
290,179,1.6273,1.662138
291,593,5.3909,11.634966
292,82,0.7455,-0.674491
293,64,0.5818,-1.108092
294,133,1.2091,0.554046
295,109,0.9909,-0.024089
296,106,0.9636,-0.096356
297,102,0.9273,-0.192712
298,87,0.7909,-0.554046
299,92,0.8364,-0.433601
300,89,0.8091,-0.505868
301,119,1.0818,0.216801
302,94,0.8545,-0.385423
303,99,0.9,-0.264979
304,132,1.2,0.529957
305,153,1.3909,1.035825
306,148,1.3455,0.91538
307,112,1.0182,0.048178
308,107,0.9727,-0.072267
309,86,0.7818,-0.578135
310,41,0.3727,-1.662138
311,53,0.4818,-1.37307
312,119,1.0818,0.216801
313,104,0.9455,-0.144534
314,96,0.8727,-0.337245
315,96,0.8727,-0.337245
316,120,1.0909,0.24089
317,85,0.7727,-0.602224
318,90,0.8182,-0.481779
319,108,0.9818,-0.048178
320,86,0.7818,-0.578135
321,125,1.1364,0.361334
322,171,1.5545,1.469426
323,146,1.3273,0.867202
324,206,1.8727,2.31254
