fov_id,n_detected,ratio_to_median,robust_zscore
1,50,0.6536,-0.605898
2,51,0.6667,-0.583034
3,42,0.549,-0.788811
4,37,0.4837,-0.903132
5,65,0.8497,-0.262937
6,44,0.5752,-0.743083
7,50,0.6536,-0.605898
8,39,0.5098,-0.857404
9,49,0.6405,-0.628763
10,34,0.4444,-0.971724
11,28,0.366,-1.108909
12,26,0.3399,-1.154637
13,30,0.3922,-1.06318
14,19,0.2484,-1.314685
15,21,0.2745,-1.268957
16,40,0.5229,-0.834539
17,51,0.6667,-0.583034
18,50,0.6536,-0.605898
19,43,0.5621,-0.765947
20,48,0.6275,-0.651627
21,41,0.5359,-0.811675
22,38,0.4967,-0.880268
23,70,0.915,-0.148617
24,128,1.6732,1.177501
25,40,0.5229,-0.834539
26,34,0.4444,-0.971724
27,30,0.3922,-1.06318
28,49,0.6405,-0.628763
29,33,0.4314,-0.994588
30,58,0.7582,-0.422986
31,33,0.4314,-0.994588
32,37,0.4837,-0.903132
33,47,0.6144,-0.674491
34,58,0.7582,-0.422986
35,41,0.5359,-0.811675
36,53,0.6928,-0.537306
37,49,0.6405,-0.628763
38,47,0.6144,-0.674491
39,77,1.0065,0.011432
40,61,0.7974,-0.354393
41,45,0.5882,-0.720219
42,44,0.5752,-0.743083
43,47,0.6144,-0.674491
44,56,0.732,-0.468714
45,52,0.6797,-0.56017
46,78,1.0196,0.034296
47,32,0.4183,-1.017452
48,19,0.2484,-1.314685
49,33,0.4314,-0.994588
50,37,0.4837,-0.903132
51,72,0.9412,-0.102888
52,49,0.6405,-0.628763
53,47,0.6144,-0.674491
54,52,0.6797,-0.56017
55,41,0.5359,-0.811675
56,43,0.5621,-0.765947
57,43,0.5621,-0.765947
58,40,0.5229,-0.834539
59,72,0.9412,-0.102888
60,40,0.5229,-0.834539
61,33,0.4314,-0.994588
62,35,0.4575,-0.94886
63,61,0.7974,-0.354393
64,112,1.4641,0.811675
65,37,0.4837,-0.903132
66,31,0.4052,-1.040316
67,57,0.7451,-0.44585
68,61,0.7974,-0.354393
69,59,0.7712,-0.400122
70,72,0.9412,-0.102888
71,56,0.732,-0.468714
72,27,0.3529,-1.131773
73,48,0.6275,-0.651627
74,59,0.7712,-0.400122
75,33,0.4314,-0.994588
76,26,0.3399,-1.154637
77,40,0.5229,-0.834539
78,35,0.4575,-0.94886
79,46,0.6013,-0.697355
80,42,0.549,-0.788811
81,78,1.0196,0.034296
82,54,0.7059,-0.514442
83,40,0.5229,-0.834539
84,27,0.3529,-1.131773
85,18,0.2353,-1.337549
86,68,0.8889,-0.194345
87,45,0.5882,-0.720219
88,40,0.5229,-0.834539
89,37,0.4837,-0.903132
90,41,0.5359,-0.811675
91,32,0.4183,-1.017452
92,69,0.902,-0.171481
93,30,0.3922,-1.06318
94,25,0.3268,-1.177501
95,33,0.4314,-0.994588
96,36,0.4706,-0.925996
97,23,0.3007,-1.223229
98,42,0.549,-0.788811
99,37,0.4837,-0.903132
100,37,0.4837,-0.903132
101,34,0.4444,-0.971724
102,40,0.5229,-0.834539
103,56,0.732,-0.468714
104,62,0.8105,-0.331529
