fov_id,n_detected,ratio_to_median,robust_zscore
1,35,0.443,-1.413219
2,41,0.519,-1.220507
3,45,0.5696,-1.092033
4,50,0.6329,-0.93144
5,51,0.6456,-0.899321
6,70,0.8861,-0.289067
7,57,0.7215,-0.706609
8,60,0.7595,-0.610254
9,115,1.4557,1.15627
10,121,1.5316,1.348982
11,104,1.3165,0.802965
12,115,1.4557,1.15627
13,123,1.557,1.413219
14,77,0.9747,-0.064237
15,89,1.1266,0.321186
16,128,1.6203,1.573812
17,88,1.1139,0.289067
18,79,1.0,0.0
19,62,0.7848,-0.546016
20,48,0.6076,-0.995677
21,66,0.8354,-0.417542
22,81,1.0253,0.064237
23,82,1.038,0.096356
24,69,0.8734,-0.321186
25,89,1.1266,0.321186
26,79,1.0,0.0
27,85,1.0759,0.192712
28,81,1.0253,0.064237
29,95,1.2025,0.513898
30,70,0.8861,-0.289067
31,147,1.8608,2.184065
32,158,2.0,2.53737
33,103,1.3038,0.770847
34,101,1.2785,0.706609
35,53,0.6709,-0.835084
36,74,0.9367,-0.160593
37,53,0.6709,-0.835084
38,60,0.7595,-0.610254
39,115,1.4557,1.15627
40,108,1.3671,0.93144
41,96,1.2152,0.546016
42,75,0.9494,-0.128474
43,92,1.1646,0.417542
44,91,1.1519,0.385423
45,86,1.0886,0.22483
46,118,1.4937,1.252626
47,85,1.0759,0.192712
48,110,1.3924,0.995677
49,120,1.519,1.316863
50,91,1.1519,0.385423
51,95,1.2025,0.513898
52,82,1.038,0.096356
53,78,0.9873,-0.032119
54,119,1.5063,1.284744
55,60,0.7595,-0.610254
56,96,1.2152,0.546016
57,85,1.0759,0.192712
58,55,0.6962,-0.770847
59,121,1.5316,1.348982
60,89,1.1266,0.321186
61,77,0.9747,-0.064237
62,90,1.1392,0.353305
63,87,1.1013,0.256949
64,102,1.2911,0.738728
65,100,1.2658,0.674491
66,110,1.3924,0.995677
67,115,1.4557,1.15627
68,96,1.2152,0.546016
69,237,3.0,5.07474
70,87,1.1013,0.256949
71,95,1.2025,0.513898
72,140,1.7722,1.959235
73,114,1.443,1.124151
74,98,1.2405,0.610254
75,122,1.5443,1.3811
76,99,1.2532,0.642372
77,95,1.2025,0.513898
78,98,1.2405,0.610254
79,115,1.4557,1.15627
80,113,1.4304,1.092033
81,97,1.2278,0.578135
82,113,1.4304,1.092033
83,100,1.2658,0.674491
84,92,1.1646,0.417542
85,129,1.6329,1.60593
86,109,1.3797,0.963558
87,212,2.6835,4.271775
88,106,1.3418,0.867202
89,93,1.1772,0.449661
90,86,1.0886,0.22483
91,110,1.3924,0.995677
92,104,1.3165,0.802965
93,101,1.2785,0.706609
94,96,1.2152,0.546016
95,94,1.1899,0.481779
96,82,1.038,0.096356
97,77,0.9747,-0.064237
98,103,1.3038,0.770847
99,85,1.0759,0.192712
100,72,0.9114,-0.22483
101,72,0.9114,-0.22483
102,91,1.1519,0.385423
103,107,1.3544,0.899321
104,78,0.9873,-0.032119
105,105,1.3291,0.835084
106,104,1.3165,0.802965
107,116,1.4684,1.188388
108,103,1.3038,0.770847
109,88,1.1139,0.289067
110,87,1.1013,0.256949
111,69,0.8734,-0.321186
112,85,1.0759,0.192712
113,92,1.1646,0.417542
114,71,0.8987,-0.256949
115,101,1.2785,0.706609
116,64,0.8101,-0.481779
117,79,1.0,0.0
118,71,0.8987,-0.256949
119,87,1.1013,0.256949
120,153,1.9367,2.376777
121,169,2.1392,2.890675
122,85,1.0759,0.192712
123,77,0.9747,-0.064237
124,76,0.962,-0.096356
125,94,1.1899,0.481779
126,111,1.4051,1.027795
127,80,1.0127,0.032119
128,137,1.7342,1.862879
129,75,0.9494,-0.128474
130,79,1.0,0.0
131,99,1.2532,0.642372
132,99,1.2532,0.642372
133,110,1.3924,0.995677
134,82,1.038,0.096356
135,57,0.7215,-0.706609
136,54,0.6835,-0.802965
137,72,0.9114,-0.22483
138,74,0.9367,-0.160593
139,85,1.0759,0.192712
140,121,1.5316,1.348982
141,76,0.962,-0.096356
142,61,0.7722,-0.578135
143,79,1.0,0.0
144,87,1.1013,0.256949
145,96,1.2152,0.546016
146,83,1.0506,0.128474
147,62,0.7848,-0.546016
148,78,0.9873,-0.032119
149,78,0.9873,-0.032119
150,66,0.8354,-0.417542
151,100,1.2658,0.674491
152,78,0.9873,-0.032119
153,120,1.519,1.316863
154,53,0.6709,-0.835084
155,60,0.7595,-0.610254
156,67,0.8481,-0.385423
157,67,0.8481,-0.385423
158,76,0.962,-0.096356
159,63,0.7975,-0.513898
160,85,1.0759,0.192712
161,88,1.1139,0.289067
162,95,1.2025,0.513898
163,74,0.9367,-0.160593
164,34,0.4304,-1.445337
165,46,0.5823,-1.059914
166,87,1.1013,0.256949
167,50,0.6329,-0.93144
168,50,0.6329,-0.93144
169,77,0.9747,-0.064237
170,63,0.7975,-0.513898
171,59,0.7468,-0.642372
172,35,0.443,-1.413219
173,54,0.6835,-0.802965
174,69,0.8734,-0.321186
175,57,0.7215,-0.706609
176,55,0.6962,-0.770847
177,42,0.5316,-1.188388
178,52,0.6582,-0.867202
179,84,1.0633,0.160593
180,85,1.0759,0.192712
181,52,0.6582,-0.867202
182,57,0.7215,-0.706609
183,47,0.5949,-1.027795
184,48,0.6076,-0.995677
185,56,0.7089,-0.738728
186,61,0.7722,-0.578135
187,71,0.8987,-0.256949
188,82,1.038,0.096356
189,42,0.5316,-1.188388
190,61,0.7722,-0.578135
191,82,1.038,0.096356
192,85,1.0759,0.192712
193,71,0.8987,-0.256949
194,39,0.4937,-1.284744
195,38,0.481,-1.316863
196,54,0.6835,-0.802965
197,53,0.6709,-0.835084
198,123,1.557,1.413219
199,61,0.7722,-0.578135
200,64,0.8101,-0.481779
201,42,0.5316,-1.188388
202,27,0.3418,-1.670168
203,43,0.5443,-1.15627
204,50,0.6329,-0.93144
205,52,0.6582,-0.867202
206,42,0.5316,-1.188388
207,44,0.557,-1.124151
208,90,1.1392,0.353305
209,88,1.1139,0.289067
210,30,0.3797,-1.573812
211,46,0.5823,-1.059914
212,37,0.4684,-1.348982
213,54,0.6835,-0.802965
214,63,0.7975,-0.513898
215,78,0.9873,-0.032119
216,87,1.1013,0.256949
217,75,0.9494,-0.128474
218,37,0.4684,-1.348982
219,45,0.5696,-1.092033
220,43,0.5443,-1.15627
221,41,0.519,-1.220507
222,52,0.6582,-0.867202
223,58,0.7342,-0.674491
224,57,0.7215,-0.706609
225,46,0.5823,-1.059914
226,56,0.7089,-0.738728
227,84,1.0633,0.160593
228,61,0.7722,-0.578135
229,54,0.6835,-0.802965
230,75,0.9494,-0.128474
231,74,0.9367,-0.160593
232,72,0.9114,-0.22483
233,82,1.038,0.096356
234,146,1.8481,2.151947
235,55,0.6962,-0.770847
236,39,0.4937,-1.284744
237,47,0.5949,-1.027795
238,48,0.6076,-0.995677
239,49,0.6203,-0.963558
240,55,0.6962,-0.770847
241,51,0.6456,-0.899321
242,58,0.7342,-0.674491
243,72,0.9114,-0.22483
244,94,1.1899,0.481779
245,79,1.0,0.0
246,210,2.6582,4.207538
247,65,0.8228,-0.449661
248,87,1.1013,0.256949
249,92,1.1646,0.417542
250,109,1.3797,0.963558
251,119,1.5063,1.284744
252,92,1.1646,0.417542
253,45,0.5696,-1.092033
254,59,0.7468,-0.642372
255,46,0.5823,-1.059914
256,59,0.7468,-0.642372
257,52,0.6582,-0.867202
258,58,0.7342,-0.674491
259,64,0.8101,-0.481779
260,68,0.8608,-0.353305
261,96,1.2152,0.546016
262,107,1.3544,0.899321
263,96,1.2152,0.546016
264,70,0.8861,-0.289067
265,59,0.7468,-0.642372
266,103,1.3038,0.770847
267,157,1.9873,2.505251
268,167,2.1139,2.826437
269,104,1.3165,0.802965
270,101,1.2785,0.706609
271,43,0.5443,-1.15627
272,29,0.3671,-1.60593
273,48,0.6076,-0.995677
274,63,0.7975,-0.513898
275,44,0.557,-1.124151
276,43,0.5443,-1.15627
277,50,0.6329,-0.93144
278,52,0.6582,-0.867202
279,42,0.5316,-1.188388
280,89,1.1266,0.321186
281,114,1.443,1.124151
282,98,1.2405,0.610254
283,86,1.0886,0.22483
284,99,1.2532,0.642372
285,127,1.6076,1.541693
286,143,1.8101,2.055591
287,123,1.557,1.413219
288,144,1.8228,2.087709
289,28,0.3544,-1.638049
290,31,0.3924,-1.541693
291,61,0.7722,-0.578135
292,48,0.6076,-0.995677
293,47,0.5949,-1.027795
294,33,0.4177,-1.477456
295,34,0.4304,-1.445337
296,49,0.6203,-0.963558
297,50,0.6329,-0.93144
298,84,1.0633,0.160593
299,85,1.0759,0.192712
300,92,1.1646,0.417542
301,76,0.962,-0.096356
302,292,3.6962,6.841263
303,126,1.5949,1.509575
304,138,1.7468,1.894998
305,122,1.5443,1.3811
306,126,1.5949,1.509575
307,32,0.4051,-1.509575
308,32,0.4051,-1.509575
309,47,0.5949,-1.027795
310,53,0.6709,-0.835084
311,38,0.481,-1.316863
312,33,0.4177,-1.477456
313,51,0.6456,-0.899321
314,79,1.0,0.0
315,67,0.8481,-0.385423
316,87,1.1013,0.256949
317,100,1.2658,0.674491
318,71,0.8987,-0.256949
319,69,0.8734,-0.321186
320,67,0.8481,-0.385423
321,145,1.8354,2.119828
322,109,1.3797,0.963558
323,103,1.3038,0.770847
324,98,1.2405,0.610254
