fov_id,n_detected,ratio_to_median,robust_zscore
1,2123,16.1445,32.762155
2,654,4.9734,8.595644
3,190,1.4449,0.962383
4,87,0.6616,-0.732069
5,80,0.6084,-0.847226
6,53,0.403,-1.291403
7,112,0.8517,-0.320794
8,92,0.6996,-0.649814
9,112,0.8517,-0.320794
10,134,1.019,0.041127
11,74,0.5627,-0.945932
12,95,0.7224,-0.600461
13,87,0.6616,-0.732069
14,86,0.654,-0.74852
15,94,0.7148,-0.616912
16,120,0.9125,-0.189186
17,101,0.7681,-0.501755
18,73,0.5551,-0.962383
19,2203,16.7529,34.078234
20,894,6.7985,12.543883
21,173,1.3156,0.682716
22,117,0.8897,-0.238539
23,78,0.5932,-0.880128
24,51,0.3878,-1.324305
25,131,0.9962,-0.008225
26,97,0.7376,-0.567559
27,109,0.8289,-0.370147
28,131,0.9962,-0.008225
29,51,0.3878,-1.324305
30,83,0.6312,-0.797873
31,66,0.5019,-1.07754
32,63,0.4791,-1.126893
33,61,0.4639,-1.159795
34,123,0.9354,-0.139833
35,112,0.8517,-0.320794
36,86,0.654,-0.74852
37,2101,15.9772,32.400233
38,1027,7.8099,14.731865
39,132,1.0038,0.008225
40,97,0.7376,-0.567559
41,86,0.654,-0.74852
42,78,0.5932,-0.880128
43,128,0.9734,-0.057578
44,119,0.9049,-0.205637
45,79,0.6008,-0.863677
46,106,0.8061,-0.4195
47,75,0.5703,-0.929481
48,69,0.5247,-1.028187
49,80,0.6084,-0.847226
50,90,0.6844,-0.682716
51,69,0.5247,-1.028187
52,150,1.1407,0.304343
53,114,0.8669,-0.287892
54,112,0.8517,-0.320794
55,2279,17.3308,35.32851
56,1154,8.7757,16.821142
57,142,1.0798,0.172735
58,94,0.7148,-0.616912
59,93,0.7072,-0.633363
60,81,0.616,-0.830775
61,96,0.73,-0.58401
62,86,0.654,-0.74852
63,92,0.6996,-0.649814
64,110,0.8365,-0.353696
65,65,0.4943,-1.093991
66,70,0.5323,-1.011736
67,65,0.4943,-1.093991
68,94,0.7148,-0.616912
69,87,0.6616,-0.732069
70,82,0.6236,-0.814324
71,56,0.4259,-1.24205
72,64,0.4867,-1.110442
73,2283,17.3612,35.394314
74,678,5.1559,8.990468
75,130,0.9886,-0.024676
76,100,0.7605,-0.518206
77,120,0.9125,-0.189186
78,100,0.7605,-0.518206
79,125,0.9506,-0.106931
80,103,0.7833,-0.468853
81,84,0.6388,-0.781422
82,95,0.7224,-0.600461
83,78,0.5932,-0.880128
84,96,0.73,-0.58401
85,86,0.654,-0.74852
86,125,0.9506,-0.106931
87,92,0.6996,-0.649814
88,153,1.1635,0.353696
89,109,0.8289,-0.370147
90,89,0.6768,-0.699167
91,1859,14.1369,28.419092
92,493,3.749,5.947034
93,133,1.0114,0.024676
94,85,0.6464,-0.764971
95,106,0.8061,-0.4195
96,85,0.6464,-0.764971
97,145,1.1027,0.222088
98,110,0.8365,-0.353696
99,130,0.9886,-0.024676
100,101,0.7681,-0.501755
101,105,0.7985,-0.435951
102,81,0.616,-0.830775
103,81,0.616,-0.830775
104,129,0.981,-0.041127
105,64,0.4867,-1.110442
106,161,1.2243,0.485304
107,142,1.0798,0.172735
