fov_id,n_detected,ratio_to_median,robust_zscore
1,89,0.4904,-1.468009
2,78,0.4298,-1.642583
3,103,0.5675,-1.245824
4,87,0.4793,-1.49975
5,68,0.3747,-1.801287
6,86,0.4738,-1.51562
7,63,0.3471,-1.880639
8,62,0.3416,-1.896509
9,103,0.5675,-1.245824
10,94,0.5179,-1.388657
11,89,0.4904,-1.468009
12,105,0.5785,-1.214083
13,67,0.3691,-1.817157
14,76,0.4187,-1.674324
15,77,0.4242,-1.658454
16,95,0.5234,-1.372787
17,79,0.4353,-1.626713
18,103,0.5675,-1.245824
19,106,0.584,-1.198213
20,120,0.6612,-0.976028
21,138,0.7603,-0.690361
22,128,0.7052,-0.849065
23,152,0.8375,-0.468176
24,147,0.8099,-0.547528
25,129,0.7107,-0.833194
26,121,0.6667,-0.960157
27,137,0.7548,-0.706232
28,139,0.7658,-0.674491
29,141,0.7769,-0.64275
30,107,0.5895,-1.182343
31,90,0.4959,-1.452139
32,106,0.584,-1.198213
33,123,0.6777,-0.928417
34,122,0.6722,-0.944287
35,68,0.3747,-1.801287
36,54,0.2975,-2.023472
37,87,0.4793,-1.49975
38,101,0.5565,-1.277565
39,108,0.595,-1.166472
40,227,1.2507,0.722102
41,168,0.9256,-0.21425
42,140,0.7713,-0.65862
43,122,0.6722,-0.944287
44,117,0.6446,-1.023639
45,136,0.7493,-0.722102
46,168,0.9256,-0.21425
47,156,0.8595,-0.404694
48,168,0.9256,-0.21425
49,88,0.4848,-1.48388
50,60,0.3306,-1.92825
51,66,0.3636,-1.833028
52,138,0.7603,-0.690361
53,119,0.6556,-0.991898
54,120,0.6612,-0.976028
55,134,0.7383,-0.753843
56,131,0.7218,-0.801454
57,179,0.9862,-0.039676
58,156,0.8595,-0.404694
59,155,0.854,-0.420565
60,145,0.7989,-0.579269
61,145,0.7989,-0.579269
62,126,0.6942,-0.880806
63,143,0.7879,-0.611009
64,192,1.0579,0.166639
65,210,1.157,0.452306
66,263,1.449,1.293435
67,205,1.1295,0.372954
68,191,1.0523,0.150769
69,135,0.7438,-0.737972
70,113,0.6226,-1.08712
71,74,0.4077,-1.706065
72,132,0.7273,-0.785583
73,189,1.0413,0.119028
74,164,0.9036,-0.277731
75,215,1.1846,0.531657
76,150,0.8264,-0.499917
77,165,0.9091,-0.261861
78,155,0.854,-0.420565
79,128,0.7052,-0.849065
80,159,0.876,-0.357083
81,153,0.843,-0.452306
82,218,1.2011,0.579269
83,208,1.146,0.420565
84,349,1.9229,2.658287
85,402,2.2149,3.499417
86,245,1.3499,1.007769
87,238,1.3113,0.896676
88,261,1.438,1.261694
89,275,1.5152,1.48388
90,259,1.427,1.229954
91,159,0.876,-0.357083
92,210,1.157,0.452306
93,192,1.0579,0.166639
94,160,0.8815,-0.341213
95,143,0.7879,-0.611009
96,144,0.7934,-0.595139
97,113,0.6226,-1.08712
98,131,0.7218,-0.801454
99,132,0.7273,-0.785583
100,187,1.0303,0.087287
101,275,1.5152,1.48388
102,323,1.7796,2.245657
103,324,1.7851,2.261528
104,299,1.6474,1.864769
105,284,1.5647,1.626713
106,265,1.4601,1.325176
107,329,1.8127,2.34088
108,389,2.1433,3.293102
109,184,1.0138,0.039676
110,229,1.2617,0.753843
111,190,1.0468,0.134898
112,158,0.8705,-0.372954
113,141,0.7769,-0.64275
114,117,0.6446,-1.023639
115,112,0.6171,-1.102991
116,154,0.8485,-0.436435
117,138,0.7603,-0.690361
118,199,1.0964,0.277731
119,331,1.8237,2.37262
120,254,1.3994,1.150602
121,318,1.7521,2.166306
122,295,1.6253,1.801287
123,244,1.3444,0.991898
