fov_id,n_detected,ratio_to_median,robust_zscore
1,47,0.2875,-1.940202
2,77,0.4709,-1.440579
3,121,0.7401,-0.707799
4,186,1.1376,0.374717
5,106,0.6483,-0.95761
6,90,0.5505,-1.224076
7,84,0.5138,-1.324
8,122,0.7462,-0.691145
9,166,1.0153,0.041635
10,260,1.5902,1.60712
11,141,0.8624,-0.374717
12,122,0.7462,-0.691145
13,148,0.9052,-0.258138
14,154,0.9419,-0.158214
15,197,1.2049,0.557912
16,161,0.9847,-0.041635
17,146,0.893,-0.291447
18,166,1.0153,0.041635
19,73,0.4465,-1.507195
20,84,0.5138,-1.324
21,119,0.7278,-0.741107
22,175,1.0703,0.191522
23,144,0.8807,-0.324755
24,116,0.7095,-0.791069
25,74,0.4526,-1.490541
26,101,0.6177,-1.040881
27,179,1.0948,0.258138
28,224,1.37,1.007573
29,94,0.5749,-1.157459
30,127,0.7768,-0.607874
31,130,0.7951,-0.557912
32,138,0.844,-0.424679
33,163,0.9969,-0.008327
34,181,1.107,0.291447
35,186,1.1376,0.374717
36,192,1.1743,0.474642
37,127,0.7768,-0.607874
38,120,0.7339,-0.724453
39,74,0.4526,-1.490541
40,152,0.9297,-0.191522
41,141,0.8624,-0.374717
42,111,0.6789,-0.87434
43,128,0.7829,-0.59122
44,128,0.7829,-0.59122
45,168,1.0275,0.074943
46,178,1.0887,0.241484
47,110,0.6728,-0.890994
48,109,0.6667,-0.907648
49,134,0.8196,-0.491296
50,181,1.107,0.291447
51,173,1.0581,0.158214
52,207,1.2661,0.724453
53,214,1.3089,0.841032
54,172,1.052,0.14156
55,196,1.1988,0.541258
56,134,0.8196,-0.491296
57,153,0.9358,-0.174868
58,145,0.8869,-0.308101
59,128,0.7829,-0.59122
60,227,1.3884,1.057535
61,116,0.7095,-0.791069
62,101,0.6177,-1.040881
63,204,1.2477,0.674491
64,117,0.7156,-0.774415
65,475,2.9052,5.18775
66,469,2.8685,5.087825
67,168,1.0275,0.074943
68,131,0.8012,-0.541258
69,197,1.2049,0.557912
70,254,1.5535,1.507195
71,248,1.5168,1.407271
72,227,1.3884,1.057535
73,181,1.107,0.291447
74,172,1.052,0.14156
75,132,0.8073,-0.524604
76,156,0.9541,-0.124906
77,157,0.9602,-0.108252
78,217,1.3272,0.890994
79,127,0.7768,-0.607874
80,123,0.7523,-0.674491
81,202,1.2355,0.641183
82,96,0.5872,-1.124151
83,80,0.4893,-1.390617
84,127,0.7768,-0.607874
85,127,0.7768,-0.607874
86,130,0.7951,-0.557912
87,219,1.3394,0.924302
88,210,1.2844,0.774415
89,234,1.4312,1.174114
90,216,1.3211,0.87434
91,142,0.8685,-0.358063
92,191,1.1682,0.457988
93,209,1.2783,0.757761
94,181,1.107,0.291447
95,515,3.1498,5.853914
96,239,1.4618,1.257384
97,168,1.0275,0.074943
98,141,0.8624,-0.374717
99,179,1.0948,0.258138
100,66,0.4037,-1.623774
101,96,0.5872,-1.124151
102,138,0.844,-0.424679
103,158,0.9664,-0.091598
104,137,0.8379,-0.441333
105,167,1.0214,0.058289
106,163,0.9969,-0.008327
107,232,1.419,1.140805
108,184,1.1254,0.341409
109,111,0.6789,-0.87434
110,206,1.2599,0.707799
111,191,1.1682,0.457988
112,136,0.8318,-0.457988
113,95,0.581,-1.140805
114,195,1.1927,0.524604
115,137,0.8379,-0.441333
116,108,0.6606,-0.924302
117,104,0.6361,-0.990919
118,51,0.3119,-1.873585
119,62,0.3792,-1.69039
120,84,0.5138,-1.324
121,106,0.6483,-0.95761
122,134,0.8196,-0.491296
123,214,1.3089,0.841032
124,310,1.896,2.439825
125,188,1.1498,0.408025
126,217,1.3272,0.890994
127,121,0.7401,-0.707799
128,131,0.8012,-0.541258
129,231,1.4128,1.124151
130,196,1.1988,0.541258
131,143,0.8746,-0.341409
132,248,1.5168,1.407271
133,102,0.6239,-1.024227
134,118,0.7217,-0.757761
135,115,0.7034,-0.807724
136,95,0.581,-1.140805
137,83,0.5076,-1.340654
138,102,0.6239,-1.024227
139,90,0.5505,-1.224076
140,113,0.6911,-0.841032
141,202,1.2355,0.641183
142,409,2.5015,4.08858
143,304,1.8593,2.3399
144,260,1.5902,1.60712
145,179,1.0948,0.258138
146,175,1.0703,0.191522
147,176,1.0765,0.208176
148,435,2.6606,4.521586
149,154,0.9419,-0.158214
150,172,1.052,0.14156
151,136,0.8318,-0.457988
152,102,0.6239,-1.024227
153,73,0.4465,-1.507195
154,65,0.3976,-1.640428
155,68,0.4159,-1.590466
156,74,0.4526,-1.490541
157,110,0.6728,-0.890994
158,152,0.9297,-0.191522
159,165,1.0092,0.024981
160,202,1.2355,0.641183
161,198,1.211,0.574566
162,171,1.0459,0.124906
163,185,1.1315,0.358063
164,163,0.9969,-0.008327
165,194,1.1865,0.50795
166,194,1.1865,0.50795
167,156,0.9541,-0.124906
168,125,0.7645,-0.641183
169,133,0.8135,-0.50795
170,117,0.7156,-0.774415
171,86,0.526,-1.290692
172,112,0.685,-0.857686
173,77,0.4709,-1.440579
174,85,0.5199,-1.307346
175,77,0.4709,-1.440579
176,115,0.7034,-0.807724
177,170,1.0398,0.108252
178,215,1.315,0.857686
179,218,1.3333,0.907648
180,152,0.9297,-0.191522
181,149,0.9113,-0.241484
182,191,1.1682,0.457988
183,188,1.1498,0.408025
184,191,1.1682,0.457988
185,151,0.9235,-0.208176
186,205,1.2538,0.691145
187,237,1.4495,1.224076
188,271,1.6575,1.790315
189,140,0.8563,-0.391371
190,138,0.844,-0.424679
191,110,0.6728,-0.890994
192,91,0.5566,-1.207422
193,88,0.5382,-1.257384
194,110,0.6728,-0.890994
195,158,0.9664,-0.091598
196,147,0.8991,-0.274793
197,156,0.9541,-0.124906
198,163,0.9969,-0.008327
199,202,1.2355,0.641183
200,161,0.9847,-0.041635
201,186,1.1376,0.374717
202,162,0.9908,-0.024981
203,135,0.8257,-0.474642
204,231,1.4128,1.124151
205,157,0.9602,-0.108252
206,104,0.6361,-0.990919
207,136,0.8318,-0.457988
208,99,0.6055,-1.074189
209,83,0.5076,-1.340654
210,60,0.367,-1.723699
211,36,0.2202,-2.123397
212,51,0.3119,-1.873585
213,63,0.3853,-1.673736
214,40,0.2446,-2.05678
215,80,0.4893,-1.390617
216,118,0.7217,-0.757761
217,164,1.0031,0.008327
218,164,1.0031,0.008327
219,175,1.0703,0.191522
220,167,1.0214,0.058289
221,158,0.9664,-0.091598
222,192,1.1743,0.474642
223,120,0.7339,-0.724453
224,156,0.9541,-0.124906
225,166,1.0153,0.041635
226,128,0.7829,-0.59122
227,82,0.5015,-1.357309
228,102,0.6239,-1.024227
229,113,0.6911,-0.841032
230,96,0.5872,-1.124151
231,105,0.6422,-0.974264
232,62,0.3792,-1.69039
233,97,0.5933,-1.107497
234,81,0.4954,-1.373963
235,143,0.8746,-0.341409
236,123,0.7523,-0.674491
237,171,1.0459,0.124906
238,166,1.0153,0.041635
239,190,1.1621,0.441333
240,171,1.0459,0.124906
241,145,0.8869,-0.308101
242,205,1.2538,0.691145
243,107,0.6544,-0.940956
244,138,0.844,-0.424679
245,147,0.8991,-0.274793
246,168,1.0275,0.074943
247,159,0.9725,-0.074943
248,161,0.9847,-0.041635
249,209,1.2783,0.757761
250,200,1.2232,0.607874
251,225,1.3761,1.024227
252,156,0.9541,-0.124906
253,186,1.1376,0.374717
254,200,1.2232,0.607874
255,202,1.2355,0.641183
256,208,1.2722,0.741107
257,205,1.2538,0.691145
258,198,1.211,0.574566
259,181,1.107,0.291447
260,153,0.9358,-0.174868
261,145,0.8869,-0.308101
262,180,1.1009,0.274793
263,179,1.0948,0.258138
264,237,1.4495,1.224076
265,219,1.3394,0.924302
266,212,1.2966,0.807724
267,238,1.4557,1.24073
268,309,1.8899,2.423171
269,368,2.2508,3.405762
270,239,1.4618,1.257384
271,174,1.0642,0.174868
272,183,1.1193,0.324755
