filename,path,density_score,density_label,overlap_score,overlap_label,saturation_score,error
HP231668_20251210_031002_1.bmp,..\..\data\raw\nigeria-081226\HP231668_20251210_031002_1.bmp,0.9562307727349617,very dense,0.9458607141925139,heavy rouleaux,0.16492235128454252,
HP231668_20251210_031002_2.bmp,..\..\data\raw\nigeria-081226\HP231668_20251210_031002_2.bmp,0.9026458913016703,very dense,0.8667478010827813,heavy rouleaux,0.17371544006560485,
HP231668_20251210_031002_3_sparse.bmp,..\..\data\raw\nigeria-081226\HP231668_20251210_031002_3_sparse.bmp,0.676454920376631,dense,0.7928894083439828,heavy rouleaux,0.17639656472974072,
HP231668_20251210_031002_4_sparse.bmp,..\..\data\raw\nigeria-081226\HP231668_20251210_031002_4_sparse.bmp,0.7356789184625191,very dense,0.8589933662072413,heavy rouleaux,0.27442317591309834,
HP231668_20251210_031002_5.bmp,..\..\data\raw\nigeria-081226\HP231668_20251210_031002_5.bmp,0.919562201156181,very dense,0.8880371473838026,heavy rouleaux,0.17934948045014323,
HP245487 R_20251205_041904_1.bmp,..\..\data\raw\nigeria-081226\HP245487 R_20251205_041904_1.bmp,0.8694656016357932,very dense,0.8253280067356779,heavy rouleaux,0.1676383998906636,
HP245487 R_20251205_041904_2.bmp,..\..\data\raw\nigeria-081226\HP245487 R_20251205_041904_2.bmp,0.8618885323565331,very dense,0.8215715880922474,heavy rouleaux,0.16590025685148407,
HP245487 R_20251205_041904_3.bmp,..\..\data\raw\nigeria-081226\HP245487 R_20251205_041904_3.bmp,0.8722454890375516,very dense,0.8311561229909888,heavy rouleaux,0.16966427408712936,
