slide_id,source,metric,model_version,n_fovs_on_slide,baseline_mean,baseline_std,baseline_median,baseline_mad,flags,no_data_reason
RUB-72501739,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,59.133,31.948,56.0,25.2042,,
RUB-72501743,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,83.481,82.32,53.0,26.6868,mean_median_divergence,
RUB-72501749,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,136.154,45.459,130.0,42.9954,,
RUB-72501750,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,146.198,61.536,136.5,50.4084,,
RUB-72501751,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,56.219,27.608,51.0,20.7564,,
RUB-72501752,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,149.151,54.671,137.0,51.891,,
RUB-72501758,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,123.164,65.899,111.0,51.1497,,
RUB-72501759,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,322,89.112,287.285,57.0,32.6172,mean_median_divergence,
RUB-72501760,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,301.475,442.197,246.0,82.2843,,
RUB-72501764,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,131.765,46.409,124.5,42.2541,,
RUB-72501771,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,153.077,87.496,132.0,81.543,,
RUB-72501776,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,68.806,34.733,64.0,24.4629,,
RUB-72501787,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,193.105,74.681,180.0,65.2344,,
RUB-72501801,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,186.91,81.738,166.0,79.3191,,
RUB-72501807,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,122.664,125.199,103.0,52.6323,,
RUB-72501814,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,126.009,41.991,124.0,37.8063,,
RUB-72501818,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,136.944,53.612,124.5,42.2541,,
RUB-72501819,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,51.009,35.232,40.0,22.239,mean_median_divergence,
RUB-72501821,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,172.491,75.004,163.5,60.0453,,
RUB-72501822,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,144.688,86.647,132.0,56.3388,,
RUB-72501823,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,210.793,99.24,213.5,104.5233,,
RUB-72501824,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,235.91,141.436,196.0,137.8818,,
RUB-72501825,tz_detection,n_spots_detected,v8_hardneg_single_t0.995,324,71.361,61.302,62.0,26.6868,,
